strategy,strategy_family,fixed_weights,gross_exposure,drawdown_half,drawdown_quarter,total_turnover,rebalance_count,estimated_cost,total_return,annual_return,annual_volatility,max_drawdown,sharpe,calmar,sortino,passes_return_gate,passes_drawdown_gate
ext_fixed_tecl_gld_50_50_x1_5,external_fixed,TECL:0.50;GLD:0.50,1.5,-0.08,-0.14,9.5,8.0,0.0095,-0.13687543479865083,-0.018458089900830643,0.12772761378272032,-0.3012155297852075,-0.1445113500063504,-0.061278679469125796,-0.08832186135757068,False,False
ext_fixed_tqqq_gld_50_50_x1_5,external_fixed,TQQQ:0.50;GLD:0.50,1.5,-0.15,-0.22,11.5,11.0,0.0115,-0.1419312650476936,-0.019187666264840586,0.14340456112449404,-0.3030840099151312,-0.133800948270977,-0.06330807841104343,-0.07714488886037538,False,False
ext_fixed_tqqq_gld_50_50_x1_75,external_fixed,TQQQ:0.50;GLD:0.50,1.75,-0.15,-0.22,12.25,10.0,0.01225,-0.1610366155004791,-0.021978987187527665,0.1446409790811699,-0.3107061548337495,-0.15195546467639337,-0.07073882137702753,-0.07329668124854095,False,False
ext_fixed_tqqq_gld_50_50_x1_5,external_fixed,TQQQ:0.50;GLD:0.50,1.5,-0.12,-0.2,11.5,11.0,0.0115,-0.18033504651224985,-0.02485546177930431,0.13104613878679242,-0.31573834717214966,-0.1896695469962934,-0.07872170739448509,-0.10296010550051943,False,False
ext_fixed_tecl_gld_50_50_x3_0,external_fixed,TECL:0.50;GLD:0.50,3.0,-0.08,-0.14,7.0,2.0,0.007,-0.18492337985404106,-0.025548059390155586,0.14084055579386232,-0.3037260340412663,-0.18139703614595465,-0.08411547423255937,-0.039475402664557874,False,False
ext_fixed_tecl_gld_50_50_x3_0,external_fixed,TECL:0.50;GLD:0.50,3.0,-0.12,-0.2,7.0,2.0,0.007,-0.18492337985404106,-0.025548059390155586,0.14084055579386232,-0.3037260340412663,-0.18139703614595465,-0.08411547423255937,-0.039475402664557874,False,False
ext_fixed_tecl_gld_50_50_x3_0,external_fixed,TECL:0.50;GLD:0.50,3.0,-0.15,-0.22,7.0,2.0,0.007,-0.18492337985404106,-0.025548059390155586,0.14084055579386232,-0.3037260340412663,-0.18139703614595465,-0.08411547423255937,-0.039475402664557874,False,False
ext_fixed_tqqq_gld_50_50_x3_0,external_fixed,TQQQ:0.50;GLD:0.50,3.0,-0.08,-0.14,7.0,2.0,0.007,-0.19318336350321386,-0.02680351239237022,0.13999569217293723,-0.3310667825007383,-0.19145955119290198,-0.08096104414314187,-0.03927974148090499,False,False
ext_fixed_tqqq_gld_50_50_x3_0,external_fixed,TQQQ:0.50;GLD:0.50,3.0,-0.12,-0.2,7.0,2.0,0.007,-0.19318336350321386,-0.02680351239237022,0.13999569217293723,-0.3310667825007383,-0.19145955119290198,-0.08096104414314187,-0.03927974148090499,False,False
ext_fixed_tqqq_gld_50_50_x3_0,external_fixed,TQQQ:0.50;GLD:0.50,3.0,-0.15,-0.22,7.0,2.0,0.007,-0.19318336350321386,-0.02680351239237022,0.13999569217293723,-0.3310667825007383,-0.19145955119290198,-0.08096104414314187,-0.03927974148090499,False,False
ext_fixed_tecl_gld_50_50_x2_5,external_fixed,TECL:0.50;GLD:0.50,2.5,-0.08,-0.14,6.0,2.0,0.006,-0.2051515325574491,-0.0286426456955704,0.13096151632743927,-0.30892312720075943,-0.21871040057260813,-0.0927177125102597,-0.05143642758180588,False,False
ext_fixed_tecl_gld_50_50_x2_5,external_fixed,TECL:0.50;GLD:0.50,2.5,-0.12,-0.2,6.0,2.0,0.006,-0.2051515325574491,-0.0286426456955704,0.13096151632743927,-0.30892312720075943,-0.21871040057260813,-0.0927177125102597,-0.05143642758180588,False,False
ext_fixed_tecl_gld_50_50_x2_5,external_fixed,TECL:0.50;GLD:0.50,2.5,-0.15,-0.22,6.0,2.0,0.006,-0.2051515325574491,-0.0286426456955704,0.13096151632743927,-0.30892312720075943,-0.21871040057260813,-0.0927177125102597,-0.05143642758180588,False,False
ext_fixed_tqqq_gld_50_50_x1_75,external_fixed,TQQQ:0.50;GLD:0.50,1.75,-0.08,-0.14,6.25,5.0,0.00625,-0.2073349367106142,-0.028980772562261836,0.11432644449730417,-0.300845448368379,-0.2534914182776427,-0.09633109864030744,-0.12290351515813518,False,False
ext_fixed_tqqq_gld_50_50_x1_75,external_fixed,TQQQ:0.50;GLD:0.50,1.75,-0.12,-0.2,8.25,7.0,0.00825,-0.21098388782914113,-0.02954767740831976,0.13124192705767815,-0.3040639335790335,-0.22513900908612963,-0.09717587041818497,-0.11308276828074248,False,False
ext_fixed_tecl_gld_50_50_x2_0,external_fixed,TECL:0.50;GLD:0.50,2.0,-0.08,-0.14,5.0,2.0,0.005,-0.22012538879704235,-0.03097802951196804,0.10812616661427232,-0.3078796189647264,-0.2864989158681506,-0.10061734393505657,-0.06729191543574696,False,False
ext_fixed_tecl_gld_50_50_x2_0,external_fixed,TECL:0.50;GLD:0.50,2.0,-0.12,-0.2,5.0,2.0,0.005,-0.22012538879704235,-0.03097802951196804,0.10812616661427232,-0.3078796189647264,-0.2864989158681506,-0.10061734393505657,-0.06729191543574696,False,False
ext_fixed_tecl_gld_50_50_x2_0,external_fixed,TECL:0.50;GLD:0.50,2.0,-0.15,-0.22,5.0,2.0,0.005,-0.22012538879704235,-0.03097802951196804,0.10812616661427232,-0.3078796189647264,-0.2864989158681506,-0.10061734393505657,-0.06729191543574696,False,False
ext_fixed_tecl_gld_50_50_x1_75,external_fixed,TECL:0.50;GLD:0.50,1.75,-0.08,-0.14,12.0,10.0,0.012,-0.22222461512204794,-0.031308557675423065,0.14077570364626185,-0.30924953882148376,-0.2224002925539945,-0.10124043448774915,-0.12067291268662779,False,False
ext_fixed_tqqq_gld_50_50_x2_0,external_fixed,TQQQ:0.50;GLD:0.50,2.0,-0.08,-0.14,5.0,2.0,0.005,-0.2272118351546003,-0.0320969427746014,0.1072663426466154,-0.32774136498033934,-0.299226597855988,-0.09793375571169309,-0.06672220295770034,False,False
ext_fixed_tqqq_gld_50_50_x2_0,external_fixed,TQQQ:0.50;GLD:0.50,2.0,-0.12,-0.2,5.0,2.0,0.005,-0.2272118351546003,-0.0320969427746014,0.1072663426466154,-0.32774136498033934,-0.299226597855988,-0.09793375571169309,-0.06672220295770034,False,False
ext_fixed_tqqq_gld_50_50_x2_0,external_fixed,TQQQ:0.50;GLD:0.50,2.0,-0.15,-0.22,5.0,2.0,0.005,-0.2272118351546003,-0.0320969427746014,0.1072663426466154,-0.32774136498033934,-0.299226597855988,-0.09793375571169309,-0.06672220295770034,False,False
ext_fixed_tqqq_gld_50_50_x1_5,external_fixed,TQQQ:0.50;GLD:0.50,1.5,-0.08,-0.14,8.5,9.0,0.0085,-0.23088164194191263,-0.032679912888161855,0.10300955077546278,-0.31166505348789864,-0.3172512902167351,-0.10485587820140622,-0.1602327575393967,False,False
ext_fixed_tqqq_gld_50_50_x2_5,external_fixed,TQQQ:0.50;GLD:0.50,2.5,-0.08,-0.14,6.0,2.0,0.006,-0.23095014260848834,-0.032690817695568475,0.13157325621346627,-0.3478265710761911,-0.2484609611130277,-0.09398597006094621,-0.05473166045168128,False,False
ext_fixed_tqqq_gld_50_50_x2_5,external_fixed,TQQQ:0.50;GLD:0.50,2.5,-0.12,-0.2,6.0,2.0,0.006,-0.23095014260848834,-0.032690817695568475,0.13157325621346627,-0.3478265710761911,-0.2484609611130277,-0.09398597006094621,-0.05473166045168128,False,False
ext_fixed_tqqq_gld_50_50_x2_5,external_fixed,TQQQ:0.50;GLD:0.50,2.5,-0.15,-0.22,6.0,2.0,0.006,-0.23095014260848834,-0.032690817695568475,0.13157325621346627,-0.3478265710761911,-0.2484609611130277,-0.09398597006094621,-0.05473166045168128,False,False
