strategy,window,start,end,take_profit_levels,take_profit_fractions,annual_return,max_drawdown,calmar,passes_return_gate,passes_drawdown_gate,trade_count,candidate_count
tp12_24_36_f100_100_100,oos_2026,2026-01-01,2026-05-15,0.12/0.24/0.36,1.00/1.00/1.00,1.8900207635688515,-0.194538270010588,9.715418788632102,True,True,47.0,99.0
tp12_24_36_f100_100_100,wf_2025_h1,2025-01-01,2025-06-30,0.12/0.24/0.36,1.00/1.00/1.00,-0.496984819132807,-0.3152377395441309,-1.5765397247534598,False,False,44.0,125.0
tp12_24_36_f100_100_100,wf_2025_h2,2025-07-01,2025-12-31,0.12/0.24/0.36,1.00/1.00/1.00,1.6301025939553466,-0.12480308181541866,13.061396964269173,True,True,65.0,239.0
tp15_30_45_f25_25_100,full,2025-01-01,2026-05-15,0.15/0.30/0.45,0.25/0.25/1.00,0.2051238114809526,-0.3050291135269374,0.6724728964693986,False,False,258.0,463.0
tp15_30_45_f25_25_100,train_2025,2025-01-01,2025-12-31,0.15/0.30/0.45,0.25/0.25/1.00,0.13513252365975958,-0.3050291135269374,0.44301516696971255,False,False,194.0,364.0
tp15_30_45_f25_25_100,oos_2026,2026-01-01,2026-05-15,0.15/0.30/0.45,0.25/0.25/1.00,0.2034412996046362,-0.25001980120628964,0.8137007493929578,False,True,35.0,99.0
tp15_30_45_f25_25_100,wf_2025_h1,2025-01-01,2025-06-30,0.15/0.30/0.45,0.25/0.25/1.00,-0.3766789101422522,-0.3050291135269374,-1.2348949442459936,False,False,52.0,125.0
tp15_30_45_f25_25_100,wf_2025_h2,2025-07-01,2025-12-31,0.15/0.30/0.45,0.25/0.25/1.00,1.3532386496922553,-0.24787798659038074,5.459293373753624,True,True,112.0,239.0
tp15_30_45_f33_33_100,full,2025-01-01,2026-05-15,0.15/0.30/0.45,0.33/0.33/1.00,0.2349364971275849,-0.2936039325911166,0.8001817109676318,False,True,258.0,463.0
tp15_30_45_f33_33_100,train_2025,2025-01-01,2025-12-31,0.15/0.30/0.45,0.33/0.33/1.00,0.14982871109397777,-0.2936039325911166,0.5103089382070186,False,True,194.0,364.0
tp15_30_45_f33_33_100,oos_2026,2026-01-01,2026-05-15,0.15/0.30/0.45,0.33/0.33/1.00,0.2639553528300993,-0.24122222355329348,1.0942414382138526,False,True,35.0,99.0
tp15_30_45_f33_33_100,wf_2025_h1,2025-01-01,2025-06-30,0.15/0.30/0.45,0.33/0.33/1.00,-0.37567254956032425,-0.2936039325911166,-1.279521518138176,False,True,52.0,125.0
tp15_30_45_f33_33_100,wf_2025_h2,2025-07-01,2025-12-31,0.15/0.30/0.45,0.33/0.33/1.00,1.3678255946384175,-0.24376081094905466,5.611343305402316,True,True,112.0,239.0
tp15_30_45_f50_50_100,full,2025-01-01,2026-05-15,0.15/0.30/0.45,0.50/0.50/1.00,0.241706428854372,-0.28817144546547135,0.8387591229379221,False,True,258.0,463.0
tp15_30_45_f50_50_100,train_2025,2025-01-01,2025-12-31,0.15/0.30/0.45,0.50/0.50/1.00,0.12441841521024855,-0.28817144546547135,0.4317513659595268,False,True,194.0,364.0
tp15_30_45_f50_50_100,oos_2026,2026-01-01,2026-05-15,0.15/0.30/0.45,0.50/0.50/1.00,0.39839080243775027,-0.22160978015177935,1.7977130890382842,False,True,35.0,99.0
tp15_30_45_f50_50_100,wf_2025_h1,2025-01-01,2025-06-30,0.15/0.30/0.45,0.50/0.50/1.00,-0.37953717352833016,-0.28817144546547135,-1.3170533704867238,False,True,52.0,125.0
tp15_30_45_f50_50_100,wf_2025_h2,2025-07-01,2025-12-31,0.15/0.30/0.45,0.50/0.50/1.00,1.3218649157302136,-0.23650811824575302,5.589088973075665,True,True,112.0,239.0
tp15_30_45_f100_100_100,full,2025-01-01,2026-05-15,0.15/0.30/0.45,1.00/1.00/1.00,0.2470067876216122,-0.3438955605959658,0.7182610534243395,False,False,153.0,463.0
tp15_30_45_f100_100_100,train_2025,2025-01-01,2025-12-31,0.15/0.30/0.45,1.00/1.00/1.00,0.14889989106049795,-0.3438955605959658,0.43297997450870457,False,False,115.0,364.0
tp15_30_45_f100_100_100,oos_2026,2026-01-01,2026-05-15,0.15/0.30/0.45,1.00/1.00/1.00,0.830498998913449,-0.19131836963098403,4.340926595367294,True,True,35.0,99.0
tp15_30_45_f100_100_100,wf_2025_h1,2025-01-01,2025-06-30,0.15/0.30/0.45,1.00/1.00/1.00,-0.5237229651491307,-0.3312397072923353,-1.5810995892678998,False,False,40.0,125.0
tp15_30_45_f100_100_100,wf_2025_h2,2025-07-01,2025-12-31,0.15/0.30/0.45,1.00/1.00/1.00,1.2317141372572618,-0.19616502027522975,6.278969285803874,True,True,63.0,239.0
