date,nav,running_max,drawdown
2025-10-27,2.0714686794327557,2.102837621058159,-0.014917434095371829
2025-10-28,2.052617726476006,2.102837621058159,-0.023881965054858623
2025-10-29,2.092536756430681,2.102837621058159,-0.0048985544696003025
2025-10-30,2.0282533630390813,2.102837621058159,-0.03546838675139674
2025-10-31,2.0155036447752295,2.102837621058159,-0.04153148840802212
2025-11-03,2.0198213227443365,2.102837621058159,-0.039478225747192286
2025-11-04,1.9200650680557079,2.102837621058159,-0.08691710247721329
2025-11-05,1.9187365418088798,2.102837621058159,-0.08754888033467789
2025-11-06,1.9084995268094045,2.102837621058159,-0.09241707124821308
2025-11-07,1.9680270163389768,2.102837621058159,-0.06410889902727956
2025-11-10,2.0567372749351587,2.102837621058159,-0.02192292246502736
2025-11-11,2.2311535627053947,2.2311535627053947,0.0
2025-11-12,2.24509931624928,2.24509931624928,0.0
2025-11-13,2.241130544268417,2.24509931624928,-0.001767748959762283
2025-11-14,2.2341899786305306,2.24509931624928,-0.004859178184141388
2025-11-17,2.218963437609206,2.24509931624928,-0.011641301768216317
2025-11-18,2.176196177377067,2.24509931624928,-0.030690463612685237
2025-11-19,2.174909897231286,2.24509931624928,-0.03126339156133806
2025-11-20,2.2939318923179277,2.2939318923179277,0.0
2025-11-21,2.1429743848271916,2.2939318923179277,-0.0658073188642927
2025-11-24,2.107215941852589,2.2939318923179277,-0.08139559465153512
2025-11-25,2.1540079487302,2.2939318923179277,-0.060997427193158704
2025-11-26,2.133536445721245,2.2939318923179277,-0.0699216254561984
2025-11-27,2.1296371118147777,2.2939318923179277,-0.07162147274439634
2025-11-28,2.1696052843560705,2.2939318923179277,-0.0541980380403666
2025-12-01,2.203699509348552,2.2939318923179277,-0.039335249347006274
2025-12-02,2.189667562101052,2.2939318923179277,-0.04545223446521807
2025-12-03,2.1063194436247064,2.2939318923179277,-0.08178640757448397
2025-12-04,2.0843213296405825,2.2939318923179277,-0.09137610553273312
2025-12-05,2.1211099635499426,2.2939318923179277,-0.07533873579540118
2025-12-08,2.1934747634280525,2.2939318923179277,-0.043792550784220174
2025-12-09,2.231493269016111,2.2939318923179277,-0.02721903972428963
2025-12-10,2.2071224321006886,2.2939318923179277,-0.03784308527552738
2025-12-11,2.252693947465575,2.2939318923179277,-0.017976970018357075
2025-12-12,2.252693947465575,2.2939318923179277,-0.017976970018357075
2025-12-15,2.252693947465575,2.2939318923179277,-0.017976970018357075
2025-12-16,2.252693947465575,2.2939318923179277,-0.017976970018357075
2025-12-17,2.252693947465575,2.2939318923179277,-0.017976970018357075
2025-12-18,2.252693947465575,2.2939318923179277,-0.017976970018357075
2025-12-19,2.252693947465575,2.2939318923179277,-0.017976970018357075
2025-12-22,2.252693947465575,2.2939318923179277,-0.017976970018357075
2025-12-23,2.252693947465575,2.2939318923179277,-0.017976970018357075
2025-12-24,2.252693947465575,2.2939318923179277,-0.017976970018357075
2025-12-25,2.252693947465575,2.2939318923179277,-0.017976970018357075
2025-12-26,2.252693947465575,2.2939318923179277,-0.017976970018357075
2025-12-29,2.252693947465575,2.2939318923179277,-0.017976970018357075
2025-12-30,2.252693947465575,2.2939318923179277,-0.017976970018357075
2025-12-31,2.252693947465575,2.2939318923179277,-0.017976970018357075
2026-01-05,2.252693947465575,2.2939318923179277,-0.017976970018357075
2026-01-06,2.250443503961614,2.2939318923179277,-0.01895801200635061
2026-01-07,2.247455616672972,2.2939318923179277,-0.02026052987911231
2026-01-08,2.288143510144918,2.2939318923179277,-0.002523345262513743
