trade_id,status,symbol,buy_date,sell_date,holding_days,buy_shares,sell_shares,sell_count,buy_price,average_sell_price,buy_value,sell_value,gross_pnl,cost,net_pnl,net_pnl_display,net_return_pct,exit_reasons
126,closed,601011,2026-03-12,2026-03-20,8,109500.0,109500.0,3,3.61,3.599324200913242,395295.0,394126.0,-1169.0,789.421,-1958.421,-1958.421,-0.004949378402116231,break_bbi
127,closed,300442,2026-03-13,2026-04-07,25,7200.0,7200.0,1,87.92,79.51,633024.0,572472.0,-60552.0,1205.496,-61757.496,-61757.496,-0.09746202387239694,break_bbi
128,closed,002843,2026-03-13,2026-03-20,7,1800.0,1800.0,1,24.49,22.46,44082.0,40428.0,-3654.0,84.51,-3738.5099999999998,-3738.5099999999998,-0.08472336157105449,break_bbi
129,closed,688525,2026-04-29,2026-05-06,7,2200.0,2200.0,1,257.08,310.93,565576.0,684046.0,118470.0,1249.622,117220.378,117220.378,0.20705135070313224,take_profit_8
130,closed,002364,2026-04-29,2026-05-06,7,14900.0,14900.0,1,39.41,44.87,587209.0,668563.0,81354.0,1255.772,80098.228,80098.228,0.13626870465236363,take_profit_8
131,closed,301183,2026-04-30,2026-05-07,7,100.0,100.0,1,179.51,200.17,17951.0,20017.0,2066.0,37.968,2028.032,2028.032,0.11286312706846381,take_profit_8
132,closed,300499,2026-05-06,2026-05-07,1,17300.0,17300.0,1,39.8,44.42,688540.0,768466.0,79926.0,1457.0059999999999,78468.994,78468.994,0.1138504711369033,take_profit_8
133,closed,300757,2026-05-07,2026-05-14,7,1400.0,1400.0,1,506.0,589.0,708400.0,824600.0,116200.0,1533.0,114667.0,114667.0,0.16170588304975655,take_profit_8
134,closed,300548,2026-05-07,2026-06-05,29,2700.0,2700.0,1,265.0,219.0,715500.0,591300.0,-124200.0,1306.8000000000002,-125506.8,-125506.8,-0.17523608467004695,break_bbi
135,closed,603958,2026-05-08,2026-05-27,19,1300.0,1300.0,1,23.21,22.25,30173.0,28925.0,-1248.0,59.098,-1307.098,-1307.098,-0.04327684379386232,break_bbi
136,closed,000829,2026-05-12,2026-05-14,2,100.0,100.0,1,11.15,10.61,1115.0,1061.0,-54.0,2.176,-56.176,-56.176,-0.05033173104921984,break_bbi
137,closed,000810,2026-05-14,2026-05-26,12,7000.0,7000.0,1,12.61,11.97,88270.0,83790.0,-4480.0,172.06,-4652.06,-4652.06,-0.052649967003654555,break_bbi
138,closed,002361,2026-05-15,2026-05-21,6,40100.0,40100.0,1,18.35,17.3,735835.0,693730.0,-42105.0,1429.565,-43534.565,-43534.565,-0.05910438335506456,break_bbi
139,closed,600830,2026-05-21,2026-05-25,4,6900.0,6900.0,2,9.76,9.188260869565218,67344.0,63399.00000000001,-3944.9999999999927,130.74300000000002,-4075.7429999999927,-4075.7429999999927,-0.06046078832073119,break_bbi
140,closed,000066,2026-05-21,2026-05-27,6,28300.0,28300.0,1,22.06,18.36,624298.0,519588.0,-104710.0,1143.886,-105853.886,-105853.886,-0.1693872763682374,break_bbi
141,closed,300857,2026-05-22,2026-06-05,14,200.0,200.0,1,265.0,228.47,53000.0,45694.0,-7306.0,98.694,-7404.694,-7404.694,-0.13957163591125857,break_bbi
142,closed,002730,2026-05-25,2026-06-08,14,300.0,300.0,1,30.64,27.7,9192.0,8310.0,-882.0,17.502000000000002,-899.502,-899.502,-0.09775929031803705,break_bbi
