strategy,strategy_family,top_n,momentum_window,volatility_window,trend_window,rebalance_interval,gross_exposure,defense_asset,drawdown_half,drawdown_quarter,total_turnover,rebalance_count,estimated_cost,total_return,annual_return,annual_volatility,max_drawdown,sharpe,calmar,sortino,passes_return_gate,passes_drawdown_gate
ext_ram_top1_m10_v60_t200_f10_x2_5_GLD,external_ram,1,10,60,200,10,2.5,GLD,-0.08,-0.14,192.0,89.0,0.192,11.459426680944238,0.3761212796097806,0.4509244467806704,-0.42512680190116625,0.8341115286497783,0.884727281196497,0.8928869254741361,False,False
ext_ram_top1_m10_v20_t100_f21_x2_5_GLD,external_ram,1,10,20,100,21,2.5,GLD,-0.12,-0.2,95.75,32.0,0.09575,10.758602027029484,0.36607471264568003,0.4868471556741668,-0.4196736040078114,0.7519294472178936,0.8722843399006488,0.8625081829815944,False,False
ext_ram_top2_m10_v60_t100_f21_x2_5_GLD,external_ram,2,10,60,100,21,2.5,GLD,-0.08,-0.14,85.26922906246304,36.0,0.08526922906246304,10.606669284921058,0.3638279199206673,0.4309003056845586,-0.42519373415089035,0.8443436106239577,0.8556756384174611,0.958921912521308,False,False
ext_ram_top1_m60_v60_t100_f21_x2_5_GLD,external_ram,1,60,60,100,21,2.5,GLD,-0.15,-0.22,77.5,35.0,0.0775,10.579386117123333,0.3634217364010617,0.4518389323905943,-0.4230074820912548,0.8043170040223537,0.8591378445704684,0.8406569362671166,False,False
ext_ram_top2_m10_v10_t200_f5_x2_5_GLD,external_ram,2,10,10,200,5,2.5,GLD,-0.08,-0.14,172.28114629361536,115.0,0.17228114629361538,10.489365622696718,0.362075583139555,0.38848744992688605,-0.40484422075425697,0.932013590677635,0.8943577914116679,1.0699819677166822,False,False
ext_ram_top1_m10_v60_t100_f10_x2_5_GLD,external_ram,1,10,60,100,10,2.5,GLD,-0.15,-0.22,182.25,78.0,0.18225,10.466235678143073,0.361728214054416,0.4617935174975324,-0.41967360400781106,0.7833115891592154,0.8619274850740516,0.8650731489853952,False,False
ext_ram_top2_m20_v60_t50_f10_x2_5_GLD,external_ram,2,20,60,50,10,2.5,GLD,-0.15,-0.22,121.02905980714395,67.0,0.12102905980714396,10.25006747607617,0.35845183616761833,0.47952708723253445,-0.4747477382074403,0.7475111327627593,0.7550364273899781,0.8046585370825314,False,False
ext_ram_top1_m20_v20_t50_f10_x2_5_GLD,external_ram,1,20,20,50,10,2.5,GLD,-0.15,-0.22,185.5,70.0,0.1855,10.237933296169674,0.3582662979047708,0.4947530734363131,-0.4431219128341015,0.724131525684981,0.8085050355857725,0.8087404815277616,False,False
ext_ram_top1_m10_v10_t50_f21_x2_5_GLD,external_ram,1,10,10,50,21,2.5,GLD,-0.12,-0.2,106.0,37.0,0.106,9.959720639909511,0.3539635296806385,0.44350688312777004,-0.455712126792445,0.7981015473409575,0.7767261586212998,0.8901533522749666,False,False
ext_ram_top1_m20_v10_t50_f10_x2_5_GLD,external_ram,1,20,10,50,10,2.5,GLD,-0.15,-0.22,160.0,61.0,0.16,9.735575241526783,0.35042699320714865,0.4632111880736608,-0.44097271741251987,0.7565166866207537,0.7946681945843199,0.8304991327270995,False,False
