strategy,total_return,annual_return,annual_volatility,max_drawdown,sharpe,calmar,sortino,total_turnover,rebalance_count,estimated_cost,cooldown_days,risk_asset_exposure,top_n,strategy_family,fixed_weights,gross_exposure,momentum_window,volatility_window,trend_window,rebalance_interval,cost_rate,drawdown_half,drawdown_quarter,drawdown_stop,passes_return_gate,passes_drawdown_gate
fixed_513100_518880_60_40_x1_0,1.623682608257495,0.20269677893846172,0.16019979417845806,-0.1665320035479576,1.2652749023676224,1.2171641163260816,1.6503069388067426,1.0,1.0,0.001,0.0,1.0,,fixed_blend,513100:0.60;518880:0.40,1.0,,,,21,0.001,-0.15,-0.22,-0.3,False,True
fixed_513100_518880_50_50_x1_0,1.5887901735657834,0.19961969948931513,0.15048248721501567,-0.1802915811185255,1.3265311012841658,1.1072047749034002,1.6888525775939234,1.0,1.0,0.001,0.0,1.0,,fixed_blend,513100:0.50;518880:0.50,1.0,,,,21,0.001,-0.15,-0.22,-0.3,False,True
fixed_513100_518880_50_50_x2_0,2.6568944042489675,0.2815872034167699,0.2502882302205039,-0.2667646533796808,1.1250517180479946,1.055564145584132,1.3568990160885468,11.0,9.0,0.011,0.0,2.0,,fixed_blend,513100:0.50;518880:0.50,2.0,,,,21,0.001,-0.15,-0.22,-0.3,False,True
fixed_513100_518880_50_50_x1_5,1.977445743648294,0.23216015753681085,0.2068221359414691,-0.22339895531550746,1.122511168739271,1.039217740337818,1.3863622534574362,7.5,7.0,0.0075,0.0,1.5,,fixed_blend,513100:0.50;518880:0.50,1.5,,,,21,0.001,-0.15,-0.22,-0.3,False,True
fixed_513100_518880_512480_40_40_20_x1_0,1.3494642300382211,0.17755892304475074,0.14828613691478898,-0.1803442914873683,1.1974074363187641,0.9845552724755213,1.5373880652299392,5.0,5.0,0.005,0.0,1.0,,fixed_blend,513100:0.40;518880:0.40;512480:0.20,1.0,,,,21,0.001,-0.15,-0.22,-0.3,False,True
fixed_513100_518880_512480_35_35_30_x1_0,1.398784370069024,0.18224918776309318,0.15598161353729637,-0.19787011239284114,1.1684017342179631,0.9210546532730776,1.557212768415215,3.0,3.0,0.003,0.0,1.0,,fixed_blend,513100:0.35;518880:0.35;512480:0.30,1.0,,,,21,0.001,-0.15,-0.22,-0.3,False,True
fixed_513100_518880_512480_40_40_20_x1_5,1.6983298835581504,0.20917019657805325,0.2008230040224014,-0.23550532879106723,1.0415649222870937,0.8881760665535613,1.2866926220725818,12.5,13.0,0.0125,0.0,1.5,,fixed_blend,513100:0.40;518880:0.40;512480:0.20,1.5,,,,21,0.001,-0.15,-0.22,-0.3,False,True
fixed_513100_518880_512480_40_40_20_x2_5,2.1987460462818635,0.2491794444443587,0.29096201304191216,-0.2889644943784414,0.8563985443985266,0.8623185522509961,0.96872491706027,23.0,17.0,0.023,0.0,2.5,,fixed_blend,513100:0.40;518880:0.40;512480:0.20,2.5,,,,21,0.001,-0.15,-0.22,-0.3,False,True
fixed_518880_x1_0,1.4168895792372425,0.18395140415180555,0.16000070790773424,-0.22682592176820415,1.1496911892282544,0.8109805207351366,1.3936618177213342,2.0,2.0,0.002,0.0,1.0,,fixed_blend,518880:1.00,1.0,,,,21,0.001,-0.15,-0.22,-0.3,False,True
fixed_518880_x1_5,2.023891982640235,0.23581498083788066,0.22784047929327636,-0.29243284882893905,1.0350003720556589,0.8063901910548447,1.2287262089901696,11.25,10.0,0.01125,0.0,1.5,,fixed_blend,518880:1.00,1.5,,,,21,0.001,-0.15,-0.22,-0.3,False,True
fixed_513100_518880_60_40_x1_5,1.485058125160307,0.19026938345133826,0.21286735570768484,-0.24515756281347556,0.8938401232015175,0.7761106011487879,1.0744278275763073,12.5,12.0,0.0125,0.0,1.5,,fixed_blend,513100:0.60;518880:0.40,1.5,,,,21,0.001,-0.15,-0.22,-0.3,False,True
fixed_513100_518880_512480_40_40_20_x2_0,1.5976546729092203,0.20040460117277625,0.24156163210821044,-0.2808682436393808,0.8296209932999732,0.7135181912202385,0.9531456112356029,20.0,18.0,0.02,0.0,2.0,,fixed_blend,513100:0.40;518880:0.40;512480:0.20,2.0,,,,21,0.001,-0.15,-0.22,-0.3,False,True
fixed_513100_518880_60_40_x2_0,1.559015990615173,0.19696735269718757,0.2626624174802022,-0.276454722685163,0.7498878392529594,0.7124759916708001,0.868582404936775,18.0,15.0,0.018000000000000002,0.0,2.0,,fixed_blend,513100:0.60;518880:0.40,2.0,,,,21,0.001,-0.15,-0.22,-0.3,False,True
fixed_513100_518880_512480_35_35_30_x1_5,1.0420499098446299,0.14638191160949687,0.18944021661471017,-0.2898552595486804,0.7727076870230427,0.5050172690929295,0.9135855684615296,16.0,16.0,0.016,0.0,1.5,,fixed_blend,513100:0.35;518880:0.35;512480:0.30,1.5,,,,21,0.001,-0.15,-0.22,-0.3,False,True
sat_top2_m120_v60_t200_f5_dd30,0.1352217200472996,0.02456462715976393,0.15492583764754747,-0.2852675308533855,0.15855732996356528,0.08611084158886988,0.1692122576922382,65.62347386504972,238.0,0.06562347386504971,0.0,0.3930197268588771,2,ram_trend,,1.0,120,60,200,5,0.001,-0.15,-0.22,-0.3,False,True
sat_top1_m10_v10_t120_f21_dd30,0.10945537607202604,0.02007357045772995,0.1708639264588943,-0.28262732769986987,0.1174827880509884,0.0710248744206599,0.11861080961305698,45.0,53.0,0.045,0.0,0.3547040971168437,1,ram_trend,,1.0,10,10,120,21,0.001,-0.15,-0.22,-0.3,False,True
sat_top1_m10_v10_t200_f21_dd30,0.11472699662561481,0.02099922255841169,0.15824251155592728,-0.2964385872495857,0.13270278859919374,0.07083835729095365,0.1345368508797329,40.0,54.0,0.04,0.0,0.31885432473444614,1,ram_trend,,1.0,10,10,200,21,0.001,-0.15,-0.22,-0.3,False,True
sat_top2_m120_v60_t120_f5_dd30,0.056205230845304044,0.010518099292845529,0.15112470342120657,-0.28021571939696654,0.0695988084987671,0.03753572181989227,0.07448062728358085,60.01816383973617,237.0,0.06001816383973617,0.0,0.3930197268588771,2,ram_trend,,1.0,120,60,120,5,0.001,-0.15,-0.22,-0.3,False,True
sat_top2_m120_v60_t60_f5_dd30,0.03898528631243092,0.007344704899653998,0.14273094355706425,-0.28194418778334085,0.05145839238929688,0.02605020857992651,0.0522647674103997,65.83697554317119,231.0,0.0658369755431712,0.0,0.3370637329286798,2,ram_trend,,1.0,120,60,60,5,0.001,-0.15,-0.22,-0.3,False,True
sat_top1_m120_v60_t60_f5_dd30,-0.00586311487982627,-0.001124540612796543,0.1559187886859297,-0.287042930023081,-0.0072123483146199095,-0.00391767396154338,-0.007293171154751456,66.5,94.0,0.0665,0.0,0.3114567526555387,1,ram_trend,,1.0,120,60,60,5,0.001,-0.15,-0.22,-0.3,False,True
sat_top2_m120_v20_t200_f5_dd30,-0.13310288925099756,-0.026960509786902564,0.13043655648452063,-0.2922664055146861,-0.20669443071430718,-0.09224635222589012,-0.20324462372847277,58.13734160735577,238.0,0.05813734160735577,0.0,0.3520485584218513,2,ram_trend,,1.0,120,20,200,5,0.001,-0.15,-0.22,-0.3,False,True
sat_top2_m120_v10_t120_f5_dd30,-0.16401466145097254,-0.03369732141400894,0.1018883333235772,-0.29803877065581985,-0.33072796771533114,-0.11306354988600852,-0.3494888135005879,55.460009595760546,240.0,0.05546000959576055,0.0,0.3116464339908953,2,ram_trend,,1.0,120,10,120,5,0.001,-0.15,-0.22,-0.3,False,True
sat_top2_m10_v20_t200_f5_dd30,-0.16108616774789253,-0.0330505373378549,0.14582536362368906,-0.2862553501589856,-0.22664464203321832,-0.11545823447316776,-0.2358556783006754,141.29297138023247,240.0,0.14129297138023247,0.0,0.3708270106221548,2,ram_trend,,1.0,10,20,200,5,0.001,-0.15,-0.22,-0.3,False,True
sat_top2_m120_v10_t200_f5_dd30,-0.1694254612524111,-0.03489718049510482,0.11434126601816386,-0.29973770084272455,-0.3052019774694569,-0.11642572955283902,-0.3086940744529977,61.319540553117974,238.0,0.061319540553117974,0.0,0.3334597875569044,2,ram_trend,,1.0,120,10,200,5,0.001,-0.15,-0.22,-0.3,False,True
sat_top2_m120_v20_t120_f5_dd30,-0.16614146904170202,-0.03416819537917226,0.12531185526960142,-0.2933099686007714,-0.27266530613293777,-0.1164917631070327,-0.26731059945768654,58.384062491714296,242.0,0.058384062491714295,0.0,0.3400986342943854,2,ram_trend,,1.0,120,20,120,5,0.001,-0.15,-0.22,-0.3,False,True
sat_top1_m120_v10_t60_f5_dd30,-0.16989231200722144,-0.035001001809826904,0.09913385804806459,-0.29495621365687263,-0.3530680889354355,-0.11866507701561473,-0.36134693648761596,59.5,108.0,0.059500000000000004,0.0,0.25853566009104706,1,ram_trend,,1.0,120,10,60,5,0.001,-0.15,-0.22,-0.3,False,True
