strategy,total_return,annual_return,annual_volatility,max_drawdown,sharpe,calmar,sortino,total_turnover,rebalance_count,estimated_cost,cooldown_days,risk_asset_exposure,top_n,strategy_family,fixed_weights,gross_exposure,momentum_window,volatility_window,trend_window,rebalance_interval,cost_rate,drawdown_half,drawdown_quarter,drawdown_stop,passes_return_gate,passes_drawdown_gate
sat_top2_m20_v10_t200_f10_dd30,0.7350188398586828,0.18699856519308478,0.215679874643232,-0.21866985732272792,0.8670190739975598,0.8551638871611806,0.8442212594258559,65.77444446731549,52.0,0.0657744444673155,0.0,0.6362515413070283,2,ram_trend,,1.0,20,10,200,10,0.001,-0.15,-0.22,-0.3,False,True
sat_top2_m120_v20_t60_f21_dd30,0.8243769589734389,0.20568996616075563,0.18506566306277047,-0.24606713977648031,1.1114431643161693,0.8359099323363451,1.2095082502005254,29.293885686737095,27.0,0.029293885686737096,0.0,0.7669543773119606,2,ram_trend,,1.0,120,20,60,21,0.001,-0.15,-0.22,-0.3,False,True
sat_top2_m60_v20_t200_f21_dd30,0.8049399204692242,0.20167883275716858,0.19199977091740306,-0.24244631753940682,1.0504118405637546,0.8318494370383169,1.121670258945313,27.113454631281588,25.0,0.027113454631281588,0.0,0.7022194821208385,2,ram_trend,,1.0,60,20,200,21,0.001,-0.15,-0.22,-0.3,False,True
sat_top2_m120_v20_t60_f10_dd30,0.7381614336930229,0.18766703072334812,0.20037012435021104,-0.22567157613953504,0.936601857846531,0.8315935658964498,0.9968332303100297,48.306471620262705,55.0,0.048306471620262706,0.0,0.7749691738594328,2,ram_trend,,1.0,120,20,60,10,0.001,-0.15,-0.22,-0.3,False,True
sat_top2_m60_v10_t200_f10_dd30,0.7870852115532543,0.1979679308288933,0.19559195795597215,-0.2384223195261036,1.012147600022778,0.8303246576175467,0.982439428241662,43.3102158089328,49.0,0.0433102158089328,0.0,0.7009864364981504,2,ram_trend,,1.0,60,10,200,10,0.001,-0.15,-0.22,-0.3,False,True
sat_top1_m10_v10_t200_f5_dd30,0.7028575478846582,0.18010905735050553,0.2473220348637652,-0.21710596321833542,0.7282370026177277,0.8295905588248469,0.7614071701906739,156.0,86.0,0.156,0.0,0.6393341553637485,1,ram_trend,,1.0,10,10,200,5,0.001,-0.15,-0.22,-0.3,False,True
sat_top1_m10_v60_t120_f5_dd30,0.8106911665173218,0.2028687782531482,0.23410099109666266,-0.24551506430661807,0.8665865842890927,0.8262986991290688,0.9519038368425983,146.0,82.0,0.146,0.0,0.6948212083847103,1,ram_trend,,1.0,10,60,120,5,0.001,-0.15,-0.22,-0.3,False,True
sat_top2_m20_v20_t200_f10_dd30,0.7114580752014341,0.18196015950228372,0.21351508178994508,-0.2227194186394138,0.8522122089777953,0.816992791261188,0.8607893479567639,66.68011057095507,52.0,0.06668011057095506,0.0,0.6424167694204685,2,ram_trend,,1.0,20,20,200,10,0.001,-0.15,-0.22,-0.3,False,True
sat_top2_m120_v20_t120_f21_dd30,0.8011795307633323,0.2008993869118676,0.18705974708956405,-0.2460671397764801,1.0739851306207377,0.8164413464323538,1.1808278380236952,24.771028834350385,28.0,0.024771028834350384,0.0,0.7669543773119606,2,ram_trend,,1.0,120,20,120,21,0.001,-0.15,-0.22,-0.3,False,True
sat_top2_m60_v10_t200_f21_dd30,0.7731540942488293,0.19505472551905179,0.183241083441392,-0.24400322883608527,1.0644704880357154,0.7993940344538811,1.1741973344690566,27.173151645977963,25.0,0.027173151645977965,0.0,0.689272503082614,2,ram_trend,,1.0,60,10,200,21,0.001,-0.15,-0.22,-0.3,False,True
sat_top2_m20_v60_t200_f21_dd30,0.6546185944122873,0.16960535182886471,0.19908474607106166,-0.21738973671634354,0.8519253994895495,0.7801902444464097,0.8737234447744875,41.02596001801524,27.0,0.04102596001801524,0.0,0.6763255240443896,2,ram_trend,,1.0,20,60,200,21,0.001,-0.15,-0.22,-0.3,False,True
sat_top2_m120_v20_t120_f10_dd30,0.709724552361316,0.18158756774581297,0.20352528821337726,-0.23383110769340176,0.8922113283310297,0.776575749638537,0.9604266656292795,39.62388897940636,54.0,0.03962388897940636,0.0,0.7749691738594328,2,ram_trend,,1.0,120,20,120,10,0.001,-0.15,-0.22,-0.3,False,True
