date,nav,drawdown
2025-06-25,1.151338319270319,-0.09101971343779314
2025-06-26,1.1458004154733659,-0.09539188215315275
2025-06-27,1.1407809815674397,-0.09935471948239272
2025-06-30,1.214670504265729,-0.04101902580131889
2025-07-01,1.2784777430127068,0.0
2025-07-02,1.1957692396153627,-0.06469295523474905
2025-07-03,1.1907331996280839,-0.06863204609088824
2025-07-04,1.2019100415418191,-0.05988974144395931
2025-07-07,1.197148866630342,-0.0636138382751309
2025-07-08,1.232093017000793,-0.036281215113380894
2025-07-09,1.2313873590455133,-0.036833166806819695
2025-07-10,1.2250642618945162,-0.04177896831611849
2025-07-11,1.2297594003692276,-0.03810652387946578
2025-07-14,1.1974131277429452,-0.0634071384604119
2025-07-15,1.2191054044302203,-0.04643986874779438
2025-07-16,1.2976468238448808,0.0
2025-07-17,1.324725911889266,0.0
2025-07-18,1.3288150885403318,0.0
2025-07-21,1.3323690092113842,0.0
2025-07-22,1.3379340792919376,0.0
2025-07-23,1.313373353362536,-0.01835720183045164
2025-07-24,1.3409044131696202,0.0
2025-07-25,1.3473516822507166,0.0
2025-07-28,1.333995324375849,-0.009913045013278388
2025-07-29,1.338514407047981,-0.00655899667410742
2025-07-30,1.3332443482932181,-0.010470416999021737
2025-07-31,1.4102086320995018,0.0
2025-08-01,1.3626649714250894,-0.03371391976492866
2025-08-04,1.3458978077795238,-0.04560376589401016
2025-08-05,1.349496227624525,-0.04305207264586719
2025-08-06,1.3412393014730872,-0.048907182282478145
2025-08-07,1.33541096685355,-0.053040141397088014
2025-08-08,1.3158210960067342,-0.0669316113547288
2025-08-11,1.3678269603123052,-0.03005347635980582
2025-08-12,1.3617237031642033,-0.03438138714490402
2025-08-13,1.3905052757020164,-0.013971944256326974
2025-08-14,1.3407122858878955,-0.04928089690398574
2025-08-15,1.3475196271593342,-0.04445370955277517
2025-08-18,1.4513184272785113,0.0
2025-08-19,1.5289074777522362,0.0
2025-08-20,1.5379326641223656,0.0
2025-08-21,1.5830081703592933,0.0
2025-08-22,1.5912472624669443,0.0
2025-08-25,1.5821941754819218,-0.005689302472695057
2025-08-26,1.5873812211308893,-0.0024295666847283792
2025-08-27,1.5372179778857067,-0.033954047152593314
2025-08-28,1.594897734983594,0.0
2025-08-29,1.6232949585177694,0.0
2025-09-01,1.5868332934980338,-0.022461515591121306
2025-09-02,1.590220743485685,-0.02037474142239959
2025-09-03,1.508350121234983,-0.07080958188137443
2025-09-04,1.5169654627852662,-0.06550226449886387
2025-09-05,1.5499247949021497,-0.0451982945124243
2025-09-08,1.7336984053058138,0.0
2025-09-09,1.7695087838241856,0.0
2025-09-10,1.787675417836311,0.0
2025-09-11,1.8720600002569228,0.0
2025-09-12,1.913844663222505,0.0
2025-09-15,1.896207676471617,-0.00921547453135052
2025-09-16,1.9246462179126578,0.0
2025-09-17,1.9611352146014442,0.0
2025-09-18,2.0118397098683727,0.0
2025-09-19,2.0310913153589936,0.0
2025-09-22,2.082459509033515,0.0
2025-09-23,2.075060302306534,-0.003553109529805365
2025-09-24,2.0823304690879922,-6.19651642507213e-05
2025-09-25,2.0609483002444042,-0.010329712868748286
2025-09-26,1.9502829673458866,-0.06347136216298987
2025-09-29,2.0275275459729385,-0.026378406313441793
2025-09-30,1.998272309784401,-0.04042681208634202
2025-10-09,1.9974396732583657,-0.04082664532315805
2025-10-10,1.9661358230881558,-0.05585879842597552
2025-10-13,1.9114280698819532,-0.0821295388504042
2025-10-14,1.8242425928847001,-0.12399612814976424
2025-10-15,1.9278206883257343,-0.07425778030111596
2025-10-16,1.9068559993777436,-0.08432505356959863
2025-10-17,1.835184433697964,-0.11874184072386273
2025-10-20,1.9200130740633847,-0.07800700770672986
2025-10-21,1.9449701555574532,-0.06602258189397958
2025-10-22,1.9413798040135313,-0.06774667378068722
2025-10-23,1.8826171375559126,-0.09596458928046603
2025-10-24,1.9246208650186172,-0.07579433997645979
2025-10-27,1.9601819329419914,-0.05871786489057529
2025-10-28,1.9509940592652644,-0.06312989481810605
2025-10-29,2.0011384851926537,-0.03905047060367717
2025-10-30,1.919300887994546,-0.07834900046373161
2025-10-31,1.9210098511484743,-0.07752835394142699
2025-11-03,1.9244910189207942,-0.07585669225618463
2025-11-04,1.8215088653207778,-0.12530886799035357
2025-11-05,1.8032280787803212,-0.13408732752877728
2025-11-06,1.8138892071717831,-0.12896783860463978
2025-11-07,1.8539497011031099,-0.10973073278935364
2025-11-10,1.9110312650062218,-0.08232008511265332
2025-11-11,2.1237879400804696,0.0
2025-11-12,2.076886998005979,-0.022083627649149062
2025-11-13,2.0757379874730923,-0.022624647075430993
2025-11-14,2.019903009933645,-0.0489149261026921
2025-11-17,2.0229766614933036,-0.04746767635536453
2025-11-18,1.9802634801866408,-0.06757946835708595
2025-11-19,1.9593122637339029,-0.07744449115778229
2025-11-20,2.0024282725639537,-0.057143025076184184
2025-11-21,1.8796987936048002,-0.1149310351891446
2025-11-24,1.8815733433033117,-0.11404839071078843
2025-11-25,1.8829802989348892,-0.11338591607995296
2025-11-26,1.882364755846074,-0.11367574873094344
2025-11-27,1.8822475095434426,-0.11373095495017982
2025-11-28,1.883449284145415,-0.11316509120300788
2025-12-01,1.8826580426224133,-0.11353765265703497
2025-12-02,1.9317354950247856,-0.09042920031291224
2025-12-03,1.8742372788638533,-0.11750262656033394
2025-12-04,1.8839833942624282,-0.11291360182078969
2025-12-05,1.9596096475091058,-0.07730446598408647
2025-12-08,1.9949016469461758,-0.060686987952954574
2025-12-09,1.9960447983968324,-0.060148727315400885
2025-12-10,1.9953120090053857,-0.06049376618562774
2025-12-11,1.9967189646369632,-0.059831291554792276
2025-12-12,1.9965137836073583,-0.059927902438455694
2025-12-15,1.9949016469461758,-0.060686987952954574
2025-12-16,1.994374038584334,-0.06093541593951801
2025-12-17,1.995458566883675,-0.06042475841158235
2025-12-18,1.994403350159992,-0.06092161438470889
2025-12-19,1.9946085311895971,-0.06082500350104536
2025-12-22,1.995282697429728,-0.06050756774043675
2025-12-23,1.9957516826402537,-0.06028674286349167
2025-12-24,1.9965724067586739,-0.05990029932883767
2025-12-25,1.9960154868211746,-0.06016252887021001
2025-12-26,1.9958396173672273,-0.06024533819906441
2025-12-29,1.9952240742784122,-0.06053517085005489
2025-12-30,1.9953413205810437,-0.06047996463081862
2025-12-31,1.994374038584334,-0.06093541593951801
2026-01-05,1.9960447983968324,-0.060148727315400885
2026-01-06,1.9949953944331222,-0.06064284631094918
2026-01-07,1.994707868000834,-0.0607782300876728
2026-01-08,2.029012178037329,-0.04462581233018459
2026-01-09,2.03079047001887,-0.043788491452718126
2026-01-12,2.1017826941902777,-0.010361319732024699
2026-01-13,1.9344590006766285,-0.0891468191483692
2026-01-14,1.8896245006143308,-0.11025744851779617
2026-01-15,1.8479891075184605,-0.12986175660812882
2026-01-16,1.8316882692547463,-0.13753711720137918
2026-01-19,1.8526196109282673,-0.12768145257568786
2026-01-20,1.785109059710317,-0.15946925489995967
2026-01-21,1.7871146446475237,-0.15852491158801352
2026-01-22,1.8531901972404432,-0.12741278812882495
2026-01-23,1.9699319805487523,-0.07244412524815813
2026-01-26,1.967994030651126,-0.07335662214158745
2026-01-27,2.038417470680828,-0.04019726630353071
2026-01-28,1.9948790120200315,-0.06069764576191805
2026-01-29,2.0661936717913765,-0.027118653045421715
2026-01-30,2.0431362276150224,-0.037975407498731406
2026-02-02,2.066780455076835,-0.026842362143498444
2026-02-03,2.1456249182410576,0.0
2026-02-04,2.0796606212966817,-0.030743629225956304
2026-02-05,2.0235174196234404,-0.056909992785560415
2026-02-06,2.0228750525102313,-0.057209377411339135
2026-02-09,2.1081929239786077,-0.017445730586096997
2026-02-10,2.219307638598248,0.0
2026-02-11,2.1411399823958264,-0.03522164067879918
2026-02-12,2.2131197490436754,-0.0027882072079385978
2026-02-13,2.193223863234823,-0.011753113858473552
2026-02-24,2.156144812211016,-0.028460599733314496
2026-02-25,2.191075034681322,-0.012721356618570656
2026-02-26,2.2452100229764356,0.0
2026-02-27,2.2096127827129757,-0.015854748508680405
2026-03-02,2.253968185019642,0.0
2026-03-03,2.1525652808585227,-0.04498861378570673
2026-03-04,2.1423839939398235,-0.04950566375400989
2026-03-05,2.1787692635689924,-0.033362902790925686
2026-03-06,2.14396596218457,-0.04880380458170186
2026-03-09,2.149107358979996,-0.046522762271700935
2026-03-10,2.1835151683032317,-0.03125732527400171
2026-03-11,2.1409343796830944,-0.05014880249321818
2026-03-12,2.1418028658805204,-0.04976348818257348
2026-03-13,2.0836639912430615,-0.07555749673329848
2026-03-16,2.064051765286864,-0.08425869583918844
2026-03-17,2.037446241947017,-0.09606255514681894
2026-03-18,2.108067354591036,-0.0647306520998363
2026-03-19,2.142887486519684,-0.0492822832363935
2026-03-20,2.0965423813470467,-0.06984384461097581
2026-03-23,2.0884503788565865,-0.07343395850177581
2026-03-24,2.0772932239076183,-0.07838396401787895
2026-03-25,2.1171402058682194,-0.06070537288893896
2026-03-26,2.0758219507275344,-0.07903671199802453
2026-03-27,2.0656456445652887,-0.08355155219403065
2026-03-30,2.057676248173168,-0.08708727041981879
2026-03-31,2.0331550285051065,-0.09796640342224305
2026-04-01,2.0790097092843824,-0.0776224247077093
2026-04-02,2.02665690529307,-0.10084937366788571
2026-04-03,2.0356071504719124,-0.09687849012200078
2026-04-07,2.0163640007313024,-0.10541594414131839
2026-04-08,2.0163640007313024,-0.10541594414131839
2026-04-09,2.0163640007313024,-0.10541594414131839
2026-04-10,2.0163640007313024,-0.10541594414131839
2026-04-13,2.0163640007313024,-0.10541594414131839
2026-04-14,2.0163640007313024,-0.10541594414131839
2026-04-15,2.0163640007313024,-0.10541594414131839
2026-04-16,2.0163640007313024,-0.10541594414131839
2026-04-17,2.0163640007313024,-0.10541594414131839
2026-04-20,2.0163640007313024,-0.10541594414131839
2026-04-21,2.0163640007313024,-0.10541594414131839
2026-04-22,2.0163640007313024,-0.10541594414131839
2026-04-23,2.0163640007313024,-0.10541594414131839
2026-04-24,2.0163640007313024,-0.10541594414131839
2026-04-27,2.0163640007313024,-0.10541594414131839
2026-04-28,2.0163640007313024,-0.10541594414131839
2026-04-29,2.0143496510802223,-0.10630963450681152
2026-04-30,2.02598281772743,-0.10114844069559259
2026-05-06,2.297211148312546,0.0
2026-05-07,2.4539903162955,0.0
2026-05-08,2.7112802226309896,0.0
2026-05-11,2.6498928169060667,-0.02264148324194737
2026-05-12,2.624698850492989,-0.031933760079577156
2026-05-13,2.7354117954048407,0.0
2026-05-14,2.9033923990826653,0.0
2026-05-15,2.9039335660910544,0.0
