strategy,total_return,annual_return,annual_volatility,max_drawdown,sharpe,calmar,sortino,total_turnover,rebalance_count,estimated_cost,kind,top_n,momentum_window,volatility_window,interval_days,cost_rate
ram_top2_m120_v120_f10_cost,0.12882101713161798,0.038418099512951054,0.1405712037026516,-0.17498255784486627,0.27329992559654215,0.21955388003306744,0.28665421963683657,28.00410126534303,71.0,0.028004101265343032,ram_topn,2,120,120,10,0.001
ram_top1_m180_v120_f10_cost,0.1776527033812887,0.05219019486160681,0.1654026401167909,-0.23898774432016767,0.31553423104223294,0.21838021447530181,0.29429478964224765,37.0,19.0,0.037,ram_topn,1,180,120,10,0.001
ram_top1_m180_v20_f21_cost,0.17971151257921636,0.05276213068390545,0.15045990162144587,-0.2463819894397451,0.35067237260764617,0.21414767696243844,0.3460658367783211,27.0,14.0,0.027,ram_topn,1,180,20,21,0.001
ram_top2_m120_v60_f63_cost,0.12958115079303423,0.0386355958482274,0.13477603038787853,-0.18057310003681304,0.2866651862132764,0.21396097115434606,0.32777946757540866,15.535984622703918,12.0,0.015535984622703919,ram_topn,2,120,60,63,0.001
ram_top1_m20_v60_f21_cost,0.12270348844272072,0.036664012591885564,0.15960686188280576,-0.181993409978764,0.22971451326952835,0.20145791320775694,0.24644674198342129,49.0,25.0,0.049,ram_topn,1,20,60,21,0.001
ram_top2_m120_v20_f21_cost,0.10701189828281166,0.03213443498417967,0.12234880326280757,-0.1634981696324186,0.2626460915613068,0.19654308703531823,0.2917317725496171,22.725598750371475,34.0,0.022725598750371476,ram_topn,2,120,20,21,0.001
ram_top3_m120_v120_f21_cost,0.10094773801827017,0.03037208816272674,0.11449655363142142,-0.15680151357645333,0.26526639623143816,0.19369767210772432,0.2920581187843453,18.519836198419313,34.0,0.018519836198419314,ram_topn,3,120,120,21,0.001
ram_top1_m180_v60_f21_cost,0.18088104289195917,0.05308671923656161,0.141564826148352,-0.27531339560336954,0.374999360229,0.19282287053348116,0.3710507494628969,17.0,9.0,0.017,ram_topn,1,180,60,21,0.001
ram_top2_m120_v20_f63_cost,0.12407721165036989,0.037058474215982296,0.13881703705875514,-0.19801132463192295,0.26695912116534426,0.1871533069377175,0.30337422073525305,16.596162352834536,12.0,0.016596162352834537,ram_topn,2,120,20,63,0.001
ram_top2_m120_v120_f42_cost,0.11952998586226227,0.035751475267292054,0.13279636328527689,-0.19229985147071438,0.2692202887400593,0.1859152515920518,0.29691599021344944,17.837070750660377,18.0,0.017837070750660378,ram_topn,2,120,120,42,0.001
ram_top1_m60_v120_f21_cost,0.11078460973979731,0.03322749488760879,0.1588455320416629,-0.18334431760973768,0.20918117406597053,0.18123002294696713,0.2378255167482736,33.0,17.0,0.033,ram_topn,1,60,120,21,0.001
ram_top1_m180_v120_f21_cost,0.1565751813894487,0.04629486157431817,0.1436617629106108,-0.27531339560336876,0.32224901488313035,0.1681533202293325,0.316455210851263,21.0,11.0,0.021,ram_topn,1,180,120,21,0.001
ram_top3_m60_v120_f63_cost,0.10282264284762954,0.03091767960531011,0.1407852729344563,-0.1922492142329244,0.21960876276955532,0.16082083731094482,0.24333583710117598,14.813862492924788,12.0,0.014813862492924788,ram_topn,3,60,120,63,0.001
ram_top1_m180_v120_f42_cost,0.17194400377275598,0.05060071053450366,0.15973408216444504,-0.3391555712127575,0.31678092645507305,0.14919616491501198,0.30321332256783246,15.0,8.0,0.015,ram_topn,1,180,120,42,0.001
ram_top2_m60_v120_f63_cost,0.10877406969064296,0.03264530413362077,0.15093983529046895,-0.22241794490932276,0.2162802421958264,0.14677459656832043,0.24433749057829002,15.177594521314312,12.0,0.015177594521314312,ram_topn,2,60,120,63,0.001
ram_top2_m120_v60_f42_cost,0.09203713138362124,0.02777034307352899,0.1276971240043295,-0.19834258904646784,0.21747038776368569,0.14001200250049642,0.24431698483201272,18.159333763378445,18.0,0.018159333763378447,ram_topn,2,120,60,42,0.001
ram_top1_m60_v20_f63_cost,0.12277888583405017,0.036685671409613985,0.21729152395620493,-0.2964761148759719,0.16883158045781838,0.12373904530205107,0.1838945964247689,17.0,9.0,0.017,ram_topn,1,60,20,63,0.001
ram_top1_m20_v120_f10_cost,0.07650685878207542,0.023200591653633307,0.19571051988304006,-0.1953625293773148,0.11854545002230016,0.11875660971211466,0.12528495886155103,71.0,36.0,0.07100000000000001,ram_topn,1,20,120,10,0.001
ram_top2_m120_v120_f63_cost,0.05619722789814374,0.017155473794304044,0.12712346651361647,-0.18928734221807353,0.13495127425955208,0.09063191227303315,0.15839436108172245,15.454607162439787,12.0,0.015454607162439788,ram_topn,2,120,120,63,0.001
ram_top2_m120_v120_f21_cost,0.041095344090509967,0.012608317225464516,0.12764667253876552,-0.19040395311228475,0.09877513431958398,0.06621877865124552,0.11010999114891117,22.38316007557589,34.0,0.022383160075575892,ram_topn,2,120,120,21,0.001
ram_top1_m180_v60_f42_cost,0.06846675732731455,0.02081694678781676,0.16016897704502875,-0.33915557121275763,0.12996865667665738,0.06137875522250513,0.12542170687339238,17.0,9.0,0.017,ram_topn,1,180,60,42,0.001
ram_top1_m180_v20_f63_cost,0.030478683699202147,0.0093843842262189,0.14178755056654901,-0.17131110095934243,0.0661862355948823,0.05477977885651504,0.06741463871144464,13.0,7.0,0.013000000000000001,ram_topn,1,180,20,63,0.001
ram_top1_m120_v60_f10_cost,0.04846026796228142,0.014831521917712642,0.18731174444459572,-0.27538170931476746,0.07918095024788799,0.0538580501755833,0.07748208037215559,29.0,15.0,0.029,ram_topn,1,120,60,10,0.001
ram_top1_m120_v120_f10_cost,0.023482533696921548,0.007247354759973845,0.19081620506558566,-0.2753817093147676,0.037980813828064806,0.02631748774458348,0.03716802721893444,31.0,16.0,0.031,ram_topn,1,120,120,10,0.001
ram_top1_m120_v20_f42_cost,0.020396803645788664,0.00630159531160257,0.1793135447626327,-0.28568024779604473,0.03514288516210162,0.022058211445200995,0.037308273467536124,23.0,12.0,0.023,ram_topn,1,120,20,42,0.001
ram_top1_m60_v60_f63_cost,0.007621345618205044,0.002364887465889476,0.21227344151124752,-0.3424344810492894,0.01114075999829762,0.0069061020334254195,0.012906787289024538,21.0,11.0,0.021,ram_topn,1,60,60,63,0.001
ram_top1_m180_v20_f42_cost,0.006437885303098856,0.001998472264319373,0.17507526345567836,-0.3391555712127574,0.011414932211855855,0.005892494282706921,0.011480834988948922,21.0,11.0,0.021,ram_topn,1,180,20,42,0.001
ram_top2_m120_v60_f21_cost,2.333804545884277e-05,7.260666888164735e-06,0.1262575543118065,-0.1717320980285698,5.7506791793493355e-05,4.2279032117553415e-05,6.445834800718455e-05,23.167703326773246,34.0,0.023167703326773245,ram_topn,2,120,60,21,0.001
ram_top1_m120_v20_f21_cost,-0.006463987554193196,-0.0020155122162862638,0.15799117616193115,-0.24258686671795648,-0.012757118879984087,-0.00830841439833426,-0.0129089929110806,25.0,13.0,0.025,ram_topn,1,120,20,21,0.001
ram_top1_m120_v120_f21_cost,-0.043877230636589215,-0.013862251956395344,0.17484639287974005,-0.26260037681085213,-0.07928245889481889,-0.052788393241263915,-0.08212535136652242,27.0,14.0,0.027,ram_topn,1,120,120,21,0.001
ram_top1_m120_v60_f63_cost,-0.05410127330955383,-0.017155075261946706,0.18329796294124664,-0.2892347031021556,-0.0935911942864608,-0.059311953503337594,-0.09859211834355713,21.0,11.0,0.021,ram_topn,1,120,60,63,0.001
ram_top1_m120_v120_f63_cost,-0.05410127330955383,-0.017155075261946706,0.18329796294124664,-0.2892347031021556,-0.0935911942864608,-0.059311953503337594,-0.09859211834355713,21.0,11.0,0.021,ram_topn,1,120,120,63,0.001
ram_top1_m120_v60_f42_cost,-0.09589479807841439,-0.030876255162887056,0.17726961159911628,-0.3366857477165315,-0.17417680833369062,-0.09170645140845982,-0.1823454338292471,23.0,12.0,0.023,ram_topn,1,120,60,42,0.001
ram_top1_m120_v120_f42_cost,-0.09589479807841439,-0.030876255162887056,0.17726961159911628,-0.3366857477165315,-0.17417680833369062,-0.09170645140845982,-0.1823454338292471,23.0,12.0,0.023,ram_topn,1,120,120,42,0.001
ram_top1_m120_v20_f63_cost,-0.08956578505305468,-0.028770695981536143,0.18275428075310998,-0.2892347031021554,-0.1574283013397843,-0.09947179806903933,-0.16628236651440556,21.0,11.0,0.021,ram_topn,1,120,20,63,0.001
ram_top1_m60_v120_f63_cost,-0.13912235327506672,-0.045535991555365585,0.1928322784383879,-0.34243448104928975,-0.23614299392264274,-0.1329772382028642,-0.2583946334706182,19.0,10.0,0.019,ram_topn,1,60,120,63,0.001
ram_top1_m120_v60_f21_cost,-0.11907432254111416,-0.03867553521134648,0.16504886022069157,-0.2684396591273115,-0.23432779335544826,-0.14407534019779109,-0.23651250668375412,25.0,13.0,0.025,ram_topn,1,120,60,21,0.001
