strategy,total_return,annual_return,annual_volatility,max_drawdown,sharpe,calmar,sortino,total_turnover,rebalance_count,estimated_cost,kind,top_n,momentum_window,volatility_window,interval_days,cost_rate
baseline_china_permanent_25_annual_no_cost,0.3095855992901497,0.0529623989989092,0.06598059950197564,-0.08299123056484858,0.8026965410843737,0.6381686190027616,1.0073779247158356,1.0,1.0,0.0,permanent,,,,,0.0
equal_weight_5_assets_monthly_cost,0.2921335361998425,0.05026283772963436,0.10617751617320778,-0.23887278836742087,0.4733849457133693,0.21041675811278615,0.41626540586651284,1.0,1.0,0.001,equal_weight,,,,21,0.001
risk_parity_5_assets_v20_monthly_cost,0.03561575336370959,0.006718778303709039,0.018454559812984658,-0.027298361438021335,0.36407144747942977,0.24612386787256324,0.24578618886509127,18.968269934748488,63.0,0.01896826993474849,risk_parity,,,20,21,0.001
risk_parity_5_assets_v60_monthly_cost,0.04076824509449817,0.007675244617096455,0.02118053234799886,-0.03714562805740573,0.3623726019247865,0.2066257866264894,0.26702504284115014,15.834369195340576,63.0,0.015834369195340578,risk_parity,,,60,21,0.001
ram_top1_m60_v60_monthly_cost,0.21780163816712128,0.03842361755506274,0.15982571032681092,-0.21686958045020555,0.2404094902909819,0.1771738455679127,0.25485818381562264,71.0,36.0,0.07100000000000001,ram_topn,1,60,60,21,0.001
ram_top2_m60_v60_monthly_cost,-0.05065848920044602,-0.009898026519801761,0.1862362666002009,-0.39917167057240843,-0.05314768546692443,-0.024796415300735355,-0.043564814419704063,51.73007564709026,63.0,0.051730075647090264,ram_topn,2,60,60,21,0.001
ram_top3_m60_v60_monthly_cost,0.09710909511899879,0.017891667462970995,0.16392805375787123,-0.3529088667832869,0.10914341415532057,0.050697698887678694,0.0929545908440386,45.75524618372667,63.0,0.04575524618372667,ram_topn,3,60,60,21,0.001
ram_top2_m60_v60_monthly_trend_filter_cost,-0.05539031907666103,-0.010844216470711543,0.18616727544577003,-0.3992246712043791,-0.05824985322874551,-0.027163192189492605,-0.0475460131947018,51.98238504512197,63.0,0.051982385045121975,ram_topn_trend_filter,2,60,60,21,0.001
