strategy,total_return,annual_return,annual_volatility,max_drawdown,sharpe,calmar,sortino,total_turnover,rebalance_count,estimated_cost,kind,top_n,momentum_window,volatility_window,interval_days,cost_rate
ram_top2_m120_v120_f42_cost,-0.0980353317306738,-0.0195492428488524,0.24202956411040488,-0.5149722908447348,-0.08077212765600306,-0.03796173735247929,-0.05895444800945441,21.57630012463416,31.0,0.02157630012463416,ram_topn,2,120,120,42,0.001
ram_top2_m60_v120_f21_cost,-0.13661695142483876,-0.027716471986480307,0.20485294255758457,-0.46110934325850306,-0.13529935982583774,-0.06010824198576723,-0.1069051209278667,50.73375645073129,63.0,0.05073375645073129,ram_topn,2,60,120,21,0.001
ram_top3_m60_v20_f42_cost,-0.14994393817436957,-0.030606243749324524,0.20183843814469968,-0.4795266730444475,-0.15163733940203525,-0.06382594643799433,-0.11487973574878362,28.609726288189343,32.0,0.028609726288189342,ram_topn,3,60,20,42,0.001
ram_top2_m20_v120_f42_cost,-0.14674270952600788,-0.029908776494352196,0.21797010363036337,-0.4553405492481929,-0.13721504002710344,-0.06568441256491257,-0.10187308519254377,43.70001462419486,32.0,0.04370001462419486,ram_topn,2,20,120,42,0.001
ram_top3_m60_v60_f42_cost,-0.15457147103542213,-0.03161823075367687,0.1996866614350944,-0.4693977055333558,-0.1583392226924179,-0.06735915063272513,-0.12184913651174974,30.590717426100277,32.0,0.030590717426100276,ram_topn,3,60,60,42,0.001
ram_top2_m20_v60_f42_cost,-0.1466215637446906,-0.02988242345570835,0.20277797315725316,-0.4127911774055516,-0.14736523395731302,-0.0723911388889739,-0.11201822835046153,45.46971794329175,32.0,0.04546971794329175,ram_topn,2,20,60,42,0.001
ram_top2_m20_v20_f42_cost,-0.19614502112247123,-0.04091670548820392,0.20114083670383603,-0.4611338126649407,-0.20342316437934743,-0.08873065553736341,-0.15504647823808454,46.065180055110524,32.0,0.046065180055110524,ram_topn,2,20,20,42,0.001
ram_top3_m60_v120_f42_cost,-0.21359537092815517,-0.044935937133438575,0.21319524047562435,-0.5035325539348205,-0.21077364125573111,-0.08924137433079506,-0.15926584184593254,30.705247348743825,32.0,0.030705247348743827,ram_topn,3,60,120,42,0.001
ram_top2_m60_v20_f42_cost,-0.3436947455285575,-0.0774194076892214,0.24851073067284682,-0.5769198676985348,-0.3115334596603016,-0.13419438647184245,-0.23083076292471302,32.25347147367728,32.0,0.032253471473677284,ram_topn,2,60,20,42,0.001
ram_top1_m60_v60_f10_cost,-0.2838289120284939,-0.06188012528845188,0.17502797139955953,-0.4557578962696671,-0.3535442066410627,-0.13577411558841773,-0.3702808616399093,93.0,47.0,0.093,ram_topn,1,60,60,10,0.001
ram_top2_m60_v60_f42_cost,-0.35580723763996913,-0.08070196023448384,0.25200780456139055,-0.5789534392660778,-0.32023595608454414,-0.13939283327651933,-0.23766493193060712,33.20905958288253,32.0,0.03320905958288253,ram_topn,2,60,60,42,0.001
ram_top2_m60_v120_f42_cost,-0.42067696525503795,-0.09918351410451975,0.26538388080068903,-0.6177983941088374,-0.3737360151840173,-0.16054349614746102,-0.27446192854838536,34.51794326827564,32.0,0.03451794326827564,ram_topn,2,60,120,42,0.001
ram_top1_m60_v120_f10_cost,-0.3844911520413994,-0.0886792568468131,0.17557204425656267,-0.5322544627898321,-0.5050875680255024,-0.16661064029787065,-0.5269061129368003,93.0,47.0,0.093,ram_topn,1,60,120,10,0.001
ram_top1_m120_v20_f42_cost,-0.6374718883646093,-0.17646380367988967,0.38615444773410096,-0.8175810095500641,-0.4569772657426427,-0.21583647567474967,-0.31564378570221574,31.0,16.0,0.031,ram_topn,1,120,20,42,0.001
ram_top1_m120_v120_f42_cost,-0.6802131129454154,-0.19599624970449192,0.3873837787676894,-0.8321681652575512,-0.505948520425862,-0.2355248108341566,-0.35229810997870376,27.0,14.0,0.027,ram_topn,1,120,120,42,0.001
ram_top1_m120_v60_f42_cost,-0.6824166119700581,-0.1970592621866436,0.3888440725211808,-0.8321681652575512,-0.5067822196927267,-0.2368022118770368,-0.3537122384782038,27.0,14.0,0.027,ram_topn,1,120,60,42,0.001
ram_top1_m180_v60_f63_cost,-0.6878562587769577,-0.19970922458732898,0.37695122675474996,-0.8171323765864144,-0.5298012326599026,-0.24440253539043205,-0.36435908278338724,27.0,14.0,0.027,ram_topn,1,180,60,63,0.001
ram_top1_m180_v120_f63_cost,-0.6924852404301667,-0.20199383979316177,0.37139478839155454,-0.8152159529325091,-0.5438790368275267,-0.24777954732920274,-0.3721293877497432,27.0,14.0,0.027,ram_topn,1,180,120,63,0.001
ram_top1_m60_v20_f42_cost,-0.7035276988768172,-0.2075582479463013,0.3773927879963739,-0.8321681652575512,-0.549979370427968,-0.24941863509290002,-0.3751358296138229,31.0,16.0,0.031,ram_topn,1,60,20,42,0.001
ram_top1_m60_v20_f63_cost,-0.7086410834253043,-0.2101918866448803,0.38868785372184445,-0.8292892520546309,-0.5407729740772895,-0.25346028074536475,-0.3816674918075182,35.0,18.0,0.035,ram_topn,1,60,20,63,0.001
ram_top1_m60_v120_f63_cost,-0.7200698900485012,-0.21621620213538173,0.38907563855592503,-0.8292892520546309,-0.5557176566949288,-0.2607247128787557,-0.39215989141137514,35.0,18.0,0.035,ram_topn,1,60,120,63,0.001
ram_top3_m60_v60_f63_cost,-0.7301109660784537,-0.22167545031528924,0.37153833948921333,-0.8355484850181635,-0.5966421947733472,-0.26530531057149886,-0.41296651870704076,24.394457095425,21.0,0.024394457095425003,ram_topn,3,60,60,63,0.001
ram_top3_m60_v20_f63_cost,-0.7315074782446411,-0.22244767819990563,0.37262918543042917,-0.8366905195968544,-0.5969679426557886,-0.2658661392590995,-0.41264332201327186,23.959847269636512,21.0,0.023959847269636514,ram_topn,3,60,20,63,0.001
ram_top1_m20_v120_f42_cost,-0.7247352619943468,-0.21873268504861576,0.38417708376247905,-0.8186841129012515,-0.5693538065998992,-0.2671759248795866,-0.3967965977927368,51.0,26.0,0.051000000000000004,ram_topn,1,20,120,42,0.001
ram_top3_m60_v120_f63_cost,-0.7370453979209666,-0.2255423244805579,0.3722581012017616,-0.8363536136206255,-0.6058762018944359,-0.26967340226363284,-0.4208472322654251,25.05556107119759,21.0,0.02505556107119759,ram_topn,3,60,120,63,0.001
ram_top1_m60_v60_f63_cost,-0.7351366636175507,-0.22446980244809334,0.3872287051350163,-0.8292892520546309,-0.579682754587697,-0.270677332296242,-0.409049355142562,35.0,18.0,0.035,ram_topn,1,60,60,63,0.001
ram_top2_m60_v60_f63_cost,-0.7469034717171064,-0.23118399796288336,0.37290519841671405,-0.8344637287174077,-0.6199538084865739,-0.2770449930978056,-0.438728205053405,27.294087974587423,21.0,0.027294087974587423,ram_topn,2,60,60,63,0.001
ram_top2_m60_v20_f63_cost,-0.7529234782360721,-0.23471717161261185,0.37381233248157747,-0.8356796453260273,-0.6279010915836475,-0.28086979612988017,-0.44425668992822753,26.31182728986332,21.0,0.02631182728986332,ram_topn,2,60,20,63,0.001
ram_top2_m60_v120_f63_cost,-0.7529697236139347,-0.23474458144986876,0.37355277333848114,-0.8354622338634508,-0.6284107580086511,-0.2809756945736889,-0.44411638049857866,27.432228367950295,21.0,0.027432228367950295,ram_topn,2,60,120,63,0.001
ram_top1_m60_v120_f42_cost,-0.7561623736006492,-0.2366469891268289,0.3784751353159478,-0.8321681652575512,-0.6252642962377912,-0.28437399915867734,-0.4343047776129602,41.0,21.0,0.041,ram_topn,1,60,120,42,0.001
ram_top1_m60_v60_f42_cost,-0.7748456029851275,-0.24820221901934414,0.3799552362442088,-0.8267359249863697,-0.6532406855943867,-0.3002194673268084,-0.4570088890530126,41.0,21.0,0.041,ram_topn,1,60,60,42,0.001
