date,close
,UPRO
2017-01-03,13.248007774353027
2017-01-04,13.48426628112793
2017-01-05,13.443038940429688
2017-01-06,13.595260620117188
2017-01-09,13.466824531555176
2017-01-10,13.444625854492188
2017-01-11,13.554035186767578
2017-01-12,13.46523666381836
2017-01-13,13.549276351928711
2017-01-17,13.4240140914917
2017-01-18,13.493781089782715
2017-01-19,13.35265827178955
2017-01-20,13.490608215332031
2017-01-23,13.385954856872559
2017-01-24,13.64124584197998
2017-01-25,13.97264575958252
2017-01-26,13.94092845916748
2017-01-27,13.891777992248535
2017-01-30,13.64124584197998
2017-01-31,13.633316993713379
2017-02-01,13.64124584197998
2017-02-02,13.660272598266602
2017-02-03,13.934586524963379
2017-02-06,13.875919342041016
2017-02-07,13.866406440734863
2017-02-08,13.921902656555176
2017-02-09,14.159747123718262
2017-02-10,14.326239585876465
2017-02-13,14.545060157775879
2017-02-14,14.732161521911621
2017-02-15,14.952568054199219
2017-02-16,14.924026489257812
2017-02-17,14.982695579528809
2017-02-21,15.241153717041016
2017-02-22,15.21419906616211
2017-02-23,15.252252578735352
2017-02-24,15.302994728088379
2017-02-27,15.37117862701416
2017-02-28,15.257009506225586
2017-03-01,15.872231483459473
2017-03-02,15.602677345275879
2017-03-03,15.616948127746582
2017-03-06,15.480587005615234
2017-03-07,15.342634201049805
2017-03-08,15.2427396774292
2017-03-09,15.296651840209961
2017-03-10,15.447291374206543
2017-03-13,15.471075057983398
2017-03-14,15.312506675720215
2017-03-15,15.675614356994629
2017-03-16,15.613777160644531
2017-03-17,15.510712623596191
2017-03-20,15.466316223144531
2017-03-21,14.87804126739502
2017-03-22,14.968421936035156
2017-03-23,14.917684555053711
2017-03-24,14.887556076049805
2017-03-27,14.83364486694336
2017-03-28,15.142844200134277
2017-03-29,15.21261215209961
2017-03-30,15.331530570983887
2017-03-31,15.223710060119629
2017-04-03,15.165040969848633
2017-04-04,15.190412521362305
2017-04-05,15.036606788635254
2017-04-06,15.160285949707031
2017-04-07,15.115888595581055
2017-04-10,15.13967227935791
2017-04-11,15.085760116577148
2017-04-12,14.895484924316406
2017-04-13,14.611655235290527
2017-04-17,14.981108665466309
2017-04-18,14.838404655456543
2017-04-19,14.76229190826416
2017-04-20,15.10637378692627
2017-04-21,14.979522705078125
2017-04-24,15.455214500427246
2017-04-25,15.726359367370605
2017-04-26,15.704161643981934
2017-04-27,15.742210388183594
2017-04-28,15.645489692687988
2017-05-01,15.74379825592041
2017-05-02,15.77075481414795
2017-05-03,15.720011711120605
2017-05-04,15.750143051147461
2017-05-05,15.948348045349121
2017-05-08,15.938833236694336
2017-05-09,15.896020889282227
2017-05-10,15.968961715698242
2017-05-11,15.881749153137207
2017-05-12,15.802469253540039
2017-05-15,16.037145614624023
2017-05-16,16.002262115478516
2017-05-17,15.160285949707031
2017-05-18,15.31726360321045
2017-05-19,15.615365982055664
2017-05-22,15.865894317626953
2017-05-23,15.965792655944824
2017-05-24,16.056171417236328
2017-05-25,16.282913208007812
2017-05-26,16.290843963623047
2017-05-30,16.251205444335938
2017-05-31,16.22425079345703
2017-06-01,16.60321807861328
2017-06-02,16.763370513916016
2017-06-05,16.741165161132812
2017-06-06,16.590534210205078
2017-06-07,16.665058135986328
2017-06-08,16.685672760009766
2017-06-09,16.615901947021484
2017-06-12,16.59370994567871
