date,close
,TQQQ
2017-01-03,2.5876238346099854
2017-01-04,2.6317074298858643
2017-01-05,2.6783721446990967
2017-01-06,2.7462844848632812
2017-01-09,2.774085283279419
2017-01-10,2.789970874786377
2017-01-11,2.8114171028137207
2017-01-12,2.797119379043579
2017-01-13,2.8292880058288574
2017-01-17,2.802680015563965
2017-01-18,2.8217432498931885
2017-01-19,2.814197301864624
2017-01-20,2.8324661254882812
2017-01-23,2.8388195037841797
2017-01-24,2.897995948791504
2017-01-25,2.982588529586792
2017-01-26,2.994899272918701
2017-01-27,3.009197473526001
2017-01-30,2.940887689590454
2017-01-31,2.9246041774749756
2017-02-01,2.9802052974700928
2017-02-02,2.9726595878601074
2017-02-03,2.998473882675171
2017-02-06,3.0095937252044678
2017-02-07,3.040571928024292
2017-02-08,3.0576491355895996
2017-02-09,3.089421272277832
2017-02-10,3.120002031326294
2017-02-13,3.1748077869415283
2017-02-14,3.204594135284424
2017-02-15,3.2597978115081787
2017-02-16,3.2570183277130127
2017-02-17,3.297924757003784
2017-02-21,3.3503479957580566
2017-02-22,3.350745677947998
2017-02-23,3.3146042823791504
2017-02-24,3.3324761390686035
2017-02-27,3.342405319213867
2017-02-28,3.3161935806274414
2017-03-01,3.4234235286712646
2017-03-02,3.369410991668701
2017-03-03,3.38688588142395
2017-03-06,3.3634536266326904
2017-03-07,3.346774101257324
2017-03-08,3.363851308822632
2017-03-09,3.3741769790649414
2017-03-10,3.41111159324646
2017-03-13,3.430968761444092
2017-03-14,3.4055521488189697
2017-03-15,3.4651248455047607
2017-03-16,3.4631381034851074
2017-03-17,3.4547975063323975
2017-03-20,3.4651248455047607
2017-03-21,3.3106327056884766
2017-03-22,3.3757662773132324
2017-03-23,3.348759412765503
2017-03-24,3.3670287132263184
2017-03-27,3.384899854660034
2017-03-28,3.4484446048736572
2017-03-29,3.4941158294677734
2017-03-30,3.5115904808044434
2017-03-31,3.50325083732605
2017-04-03,3.495704174041748
2017-04-04,3.5115904808044434
2017-04-05,3.471477746963501
2017-04-06,3.4742584228515625
2017-04-07,3.4702861309051514
2017-04-10,3.4742584228515625
2017-04-11,3.430572986602783
2017-04-12,3.3852972984313965
2017-04-13,3.3451852798461914
2017-04-17,3.4246151447296143
2017-04-18,3.4146857261657715
2017-04-19,3.426600694656372
2017-04-20,3.5096042156219482
2017-04-21,3.50801682472229
2017-04-24,3.6355016231536865
2017-04-25,3.716122627258301
2017-04-26,3.6998391151428223
2017-04-27,3.7645740509033203
2017-04-28,3.786020517349243
2017-05-01,3.881335735321045
2017-05-02,3.9043703079223633
2017-05-03,3.86584734916687
2017-05-04,3.8698182106018066
2017-05-05,3.9119174480438232
2017-05-08,3.9353485107421875
2017-05-09,3.9786384105682373
2017-05-10,3.9849910736083984
2017-05-11,3.975459575653076
2017-05-12,4.001276016235352
2017-05-15,4.038606643676758
2017-05-16,4.089441776275635
