date,close
,TECL
2017-01-03,4.672285079956055
2017-01-04,4.71411657333374
2017-01-05,4.739577770233154
2017-01-06,4.8341522216796875
2017-01-09,4.848702430725098
2017-01-10,4.8386993408203125
2017-01-11,4.9050822257995605
2017-01-12,4.8887128829956055
2017-01-13,4.912357330322266
2017-01-17,4.867798328399658
2017-01-18,4.904172420501709
2017-01-19,4.871434688568115
2017-01-20,4.957824230194092
2017-01-23,4.971465587615967
2017-01-24,5.076041221618652
2017-01-25,5.214264869689941
2017-01-26,5.186983108520508
2017-01-27,5.2397260665893555
2017-01-30,5.113324165344238
2017-01-31,5.035121440887451
2017-02-01,5.128783702850342
2017-02-02,5.111506462097168
2017-02-03,5.206079483032227
2017-02-06,5.215174674987793
2017-02-07,5.2788286209106445
2017-02-08,5.309747695922852
2017-02-09,5.366127967834473
2017-02-10,5.398863792419434
2017-02-13,5.473431587219238
2017-02-14,5.532538414001465
2017-02-15,5.589828014373779
2017-02-16,5.634387493133545
2017-02-17,5.673490047454834
2017-02-21,5.772610664367676
2017-02-22,5.797163486480713
2017-02-23,5.784431457519531
2017-02-24,5.8280816078186035
2017-02-27,5.812621593475342
2017-02-28,5.7389655113220215
2017-03-01,5.97539758682251
2017-03-02,5.8653645515441895
2017-03-03,5.880823612213135
2017-03-06,5.862636566162109
2017-03-07,5.868093967437744
2017-03-08,5.88264274597168
2017-03-09,5.87627649307251
2017-03-10,5.969940185546875
2017-03-13,5.997222423553467
2017-03-14,5.942660331726074
2017-03-15,6.061786651611328
2017-03-16,6.099979877471924
2017-03-17,6.110892295837402
2017-03-20,6.126351356506348
2017-03-21,5.8735480308532715
2017-03-22,5.980854034423828
2017-03-23,5.928110599517822
2017-03-24,5.935384750366211
2017-03-27,5.935384750366211
2017-03-28,6.049055099487305
2017-03-29,6.088158130645752
2017-03-30,6.1163482666015625
2017-03-31,6.088158130645752
2017-04-03,6.06997013092041
2017-04-04,6.07724666595459
2017-04-05,6.019957065582275
2017-04-06,6.007224082946777
2017-04-07,6.001767635345459
2017-04-10,5.969032287597656
2017-04-11,5.900830268859863
2017-04-12,5.838992595672607
2017-04-13,5.7707905769348145
2017-04-17,5.919017314910889
2017-04-18,5.912652492523193
2017-04-19,5.897192001342773
2017-04-20,6.049964427947998
2017-04-21,6.0245041847229
2017-04-24,6.234564304351807
2017-04-25,6.335503101348877
2017-04-26,6.315498352050781
2017-04-27,6.402795791625977
2017-04-28,6.434622764587402
2017-05-01,6.575573921203613
2017-05-02,6.615586280822754
2017-05-03,6.574666500091553
2017-05-04,6.569209575653076
2017-05-05,6.645594596862793
2017-05-08,6.7274370193481445
2017-05-09,6.750171661376953
2017-05-10,6.829285621643066
2017-05-11,6.806551456451416
2017-05-12,6.862021446228027
2017-05-15,6.958413600921631
2017-05-16,7.0611724853515625
2017-05-17,6.477363586425781
2017-05-18,6.612857341766357
2017-05-19,6.713798522949219
2017-05-22,6.881119251251221
2017-05-23,6.902033805847168
2017-05-24,6.9793291091918945
2017-05-25,7.149380683898926
2017-05-26,7.143013954162598
2017-05-30,7.2230377197265625
2017-05-31,7.17938756942749
2017-06-01,7.227584362030029
2017-06-02,7.42673397064209
2017-06-05,7.45310640335083
2017-06-06,7.415822505950928
2017-06-07,7.471292972564697
2017-06-08,7.533129692077637
2017-06-09,6.961142063140869
2017-06-12,6.8365607261657715
2017-06-13,6.982058048248291
2017-06-14,6.887485027313232
2017-06-15,6.792002201080322
2017-06-16,6.7419867515563965
2017-06-19,7.050259113311768
2017-06-20,6.892031669616699
2017-06-21,6.99569845199585
2017-06-22,7.004792213439941
2017-06-23,7.123918056488037
2017-06-26,7.01297664642334
2017-06-27,6.673786640167236
2017-06-28,6.917494773864746
2017-06-29,6.551931381225586
2017-06-30,6.537382125854492
2017-07-03,6.393702030181885
2017-07-05,6.576482772827148
2017-07-06,6.40461540222168
2017-07-07,6.613767147064209
2017-07-10,6.75926399230957
2017-07-11,6.8192830085754395
2017-07-12,7.072085380554199
2017-07-13,7.110276222229004
2017-07-14,7.2894206047058105
2017-07-17,7.306697845458984
2017-07-18,7.400362968444824
2017-07-19,7.504030704498291
2017-07-20,7.565866947174072
2017-07-21,7.522217273712158
2017-07-24,7.591328144073486
2017-07-25,7.54495096206665
2017-07-26,7.62588357925415
2017-07-27,7.534947872161865
2017-07-28,7.504030704498291
2017-07-31,7.417640686035156
2017-08-01,7.5085768699646
2017-08-02,7.587690353393555
2017-08-03,7.5103960037231445
2017-08-04,7.572230815887451
2017-08-07,7.69590425491333
2017-08-08,7.658620357513428
2017-08-09,7.665895462036133
2017-08-10,7.211215496063232
2017-08-11,7.35671329498291
2017-08-14,7.696814060211182
2017-08-15,7.753194332122803
