date,open,high,low,close,volume,amount
2024-06-03,4.43,4.43,4.13,4.22,155505.5,66074.568
2024-06-04,4.17,4.17,3.99,4.11,102037.57,41504.379
2024-06-05,4.06,4.12,3.97,3.99,66187.19,26742.246
2024-06-06,4.01,4.02,3.72,3.78,104476.99,40308.108
2024-06-07,3.82,3.98,3.82,3.98,76268.75,30009.159
2024-06-11,3.98,3.99,3.86,3.94,52339.19,20531.859
2024-06-12,3.93,4.02,3.91,4.01,48050.0,19188.047
2024-06-13,4.03,4.05,3.94,3.98,44173.28,17633.969
2024-06-14,3.97,4.02,3.92,4.0,41353.0,16488.41
2024-06-17,3.99,4.0,3.92,3.93,41685.0,16495.963
2024-06-18,3.95,4.05,3.91,4.04,46405.64,18628.341
2024-06-19,4.04,4.11,4.0,4.08,49796.25,20289.785
2024-06-20,4.1,4.1,3.94,3.94,42549.02,16978.433
2024-06-21,3.95,4.03,3.89,3.95,36592.43,14560.455
2024-06-24,3.92,3.98,3.75,3.79,52774.43,20204.662
2024-06-25,3.8,3.89,3.77,3.82,33580.13,12897.658
2024-06-26,3.83,3.95,3.76,3.94,41471.88,16020.652
2024-06-27,3.91,4.03,3.91,3.94,46302.28,18438.964
2024-06-28,3.95,4.03,3.91,3.96,42844.22,17097.497
2024-07-01,3.95,4.04,3.93,4.04,41968.06,16813.215
2024-07-02,4.05,4.11,4.01,4.09,51469.03,21014.253
2024-07-03,4.09,4.1,4.04,4.05,33538.19,13674.269
2024-07-04,4.05,4.07,3.86,3.88,44415.13,17544.651
2024-07-05,3.85,3.95,3.81,3.94,29482.0,11509.546
2024-07-08,3.94,3.95,3.8,3.82,37561.38,14507.597
2024-07-09,3.81,4.12,3.72,3.96,82905.62,32424.771
2024-07-10,3.86,3.9,3.81,3.82,59925.75,23153.204
2024-07-11,3.89,3.99,3.87,3.98,57429.91,22631.779
2024-07-12,3.96,4.03,3.95,3.96,46632.63,18639.539
2024-07-15,3.95,3.99,3.86,3.88,28482.0,11110.228
2024-07-16,3.87,3.91,3.81,3.84,29591.62,11392.412
2024-07-17,3.84,3.87,3.8,3.81,23319.81,8951.735
2024-07-18,3.77,3.81,3.69,3.76,36705.58,13734.093
2024-07-19,3.76,3.82,3.71,3.79,24785.0,9383.597
2024-07-22,3.79,3.85,3.76,3.82,27203.0,10394.152
2024-07-23,3.82,3.88,3.77,3.77,26971.0,10350.89
2024-07-24,3.76,3.79,3.65,3.7,41367.25,15379.299
2024-07-25,3.7,3.78,3.65,3.74,26250.62,9788.24
2024-07-26,3.74,3.82,3.69,3.81,27139.68,10319.796
2024-07-29,3.81,3.85,3.77,3.83,21697.81,8299.336
2024-07-30,3.82,3.87,3.78,3.85,22304.81,8600.398
2024-07-31,3.85,3.95,3.83,3.95,39730.44,15605.606
2024-08-01,3.95,3.97,3.92,3.93,28297.25,11168.757
2024-08-02,3.92,3.94,3.85,3.86,24018.19,9388.981
2024-08-05,3.91,3.96,3.79,3.79,46674.0,18152.476
2024-08-06,3.81,3.9,3.8,3.87,34203.0,13191.213
2024-08-07,3.87,3.9,3.83,3.86,30234.0,11741.895
2024-08-08,3.87,3.91,3.81,3.88,24833.0,9634.206
2024-08-09,3.89,3.96,3.89,3.91,37200.0,14636.111
2024-08-12,3.98,4.04,3.89,3.92,54116.81,21395.962
2024-08-13,3.75,3.86,3.71,3.85,72999.19,27789.483
2024-08-14,3.83,3.88,3.77,3.77,40134.62,15373.13
2024-08-15,3.76,3.81,3.72,3.8,31176.0,11802.445
2024-08-16,3.79,3.81,3.72,3.75,31105.5,11746.67
2024-08-19,3.74,3.82,3.73,3.77,31217.0,11814.156
2024-08-20,3.78,3.78,3.65,3.68,42759.45,15834.678
2024-08-21,3.66,3.75,3.64,3.73,27909.7,10319.389
2024-08-22,3.75,3.75,3.64,3.64,26457.0,9776.613
2024-08-23,3.64,3.66,3.55,3.58,28586.0,10293.772
2024-08-26,3.57,3.7,3.55,3.69,32423.14,11910.749
2024-08-27,3.69,3.7,3.62,3.65,21555.0,7894.512
2024-08-28,3.62,3.72,3.6,3.69,25402.09,9377.502
2024-08-29,3.68,3.75,3.65,3.75,23839.37,8866.77
2024-08-30,3.75,3.83,3.72,3.75,43262.0,16409.916
2024-09-02,3.74,3.79,3.69,3.69,30386.0,11404.721
2024-09-03,3.69,3.78,3.67,3.72,27623.81,10340.031
2024-09-04,3.71,3.72,3.64,3.65,24229.0,8921.151
2024-09-05,3.67,3.72,3.67,3.7,18188.0,6740.122
2024-09-06,3.69,3.74,3.63,3.63,20010.0,7361.961
2024-09-09,3.65,3.69,3.59,3.63,19664.0,7190.499
2024-09-10,3.64,3.68,3.61,3.67,18849.9,6895.793
2024-09-11,3.67,3.69,3.63,3.65,19544.0,7174.112
2024-09-12,3.63,3.71,3.63,3.66,20326.0,7488.828
2024-09-13,3.67,3.69,3.6,3.61,19488.0,7090.217
2024-09-18,3.62,3.62,3.5,3.57,24273.0,8666.513
2024-09-19,3.6,3.7,3.57,3.68,34629.06,12696.668
2024-09-20,3.69,3.72,3.64,3.66,25740.75,9473.617
2024-09-23,3.67,3.69,3.62,3.66,20599.0,7550.517
2024-09-24,3.67,3.76,3.67,3.76,35343.2,13214.631
2024-09-25,3.8,3.87,3.77,3.77,50353.0,19271.64
2024-09-26,3.79,3.87,3.77,3.87,36894.62,14146.134
2024-09-27,3.91,4.09,3.89,4.04,100444.68,40192.861
2024-09-30,4.17,4.71,4.11,4.64,207440.08,91722.15
2024-10-08,5.48,5.5,4.75,5.12,313669.91,160747.724
2024-10-09,4.96,4.97,4.45,4.45,162804.86,77287.793
2024-10-10,4.51,4.65,4.41,4.51,105345.61,47855.116
2024-10-11,4.51,4.57,4.26,4.32,83970.06,36773.066
2024-10-14,4.38,4.46,4.27,4.43,71829.72,31579.292
2024-10-15,4.42,4.46,4.36,4.37,54850.0,24252.653
2024-10-16,4.3,4.44,4.26,4.42,63733.0,28080.654
2024-10-17,4.43,4.53,4.38,4.4,66270.96,29699.136
2024-10-18,4.39,4.57,4.34,4.51,80002.04,35726.599
2024-10-21,4.52,4.6,4.43,4.58,107168.38,48601.396
2024-10-22,4.56,4.62,4.53,4.59,70996.19,32557.855
2024-10-23,4.55,4.64,4.55,4.62,75307.71,34780.602
2024-10-24,4.59,4.62,4.52,4.56,52520.88,23979.709
2024-10-25,4.56,4.68,4.53,4.67,77772.43,36195.381
2024-10-28,4.68,4.82,4.67,4.82,77320.38,36885.169
2024-10-29,4.87,4.88,4.61,4.63,82220.36,38728.279
2024-10-30,4.65,5.45,4.64,5.0,357690.57,180290.414
2024-10-31,4.97,5.25,4.89,5.09,332105.46,168352.724
2024-11-01,5.04,5.04,4.7,4.72,226881.81,109556.477
2024-11-04,4.68,4.84,4.67,4.84,113431.55,54226.745
2024-11-05,4.9,4.93,4.81,4.92,143455.6,70109.983
2024-11-06,4.92,5.02,4.82,4.96,167175.72,82640.848
2024-11-07,4.91,5.21,4.88,5.16,203091.93,103470.438
2024-11-08,5.21,5.24,5.04,5.14,159282.81,81550.117
2024-11-11,5.09,5.38,5.09,5.35,230904.88,122207.759
2024-11-12,5.33,5.39,5.2,5.27,139583.35,74147.155
2024-11-13,5.34,5.67,5.25,5.53,325350.38,177917.026
2024-11-14,5.41,5.51,5.14,5.17,184043.24,97245.886
2024-11-15,5.15,5.23,4.99,5.0,117493.49,59885.874
2024-11-18,5.02,5.12,4.86,4.87,93091.31,46380.066
2024-11-19,4.87,5.0,4.83,5.0,68454.0,33665.699
2024-11-20,4.96,5.18,4.96,5.17,84510.45,43251.947
2024-11-21,5.17,5.34,5.11,5.31,146793.01,77121.188
2024-11-22,5.29,5.34,5.07,5.08,110876.43,57786.44
2024-11-25,5.07,5.24,5.0,5.19,94089.06,48434.044
2024-11-26,5.16,5.24,5.13,5.15,69090.0,35937.379
2024-11-27,5.14,5.2,4.98,5.2,81682.18,41623.061
2024-11-28,5.19,5.32,5.19,5.26,105071.82,55514.103
2024-11-29,5.25,5.28,5.14,5.25,84027.83,43994.037
2024-12-02,5.26,5.33,5.24,5.32,93118.38,49481.747
2024-12-03,5.32,5.36,5.29,5.34,92030.77,49194.848
2024-12-04,5.32,5.33,5.18,5.2,82476.82,43397.834
2024-12-05,5.18,5.31,5.18,5.25,77715.24,40960.029
2024-12-06,5.27,5.41,5.2,5.37,143384.78,76563.326
2024-12-09,5.4,5.41,5.26,5.35,86582.09,46193.0
2024-12-10,5.47,5.55,5.31,5.32,105083.0,56893.686
2024-12-11,5.33,5.41,5.31,5.4,71248.62,38339.351
2024-12-12,5.4,5.5,5.37,5.5,132838.81,72562.574
2024-12-13,5.46,5.51,5.32,5.35,98919.87,53436.025
2024-12-16,5.37,5.46,5.34,5.37,76048.13,41161.614
2024-12-17,5.35,5.37,5.03,5.04,117962.38,60704.346
2024-12-18,5.03,5.1,4.91,4.99,84321.81,42314.827
2024-12-19,4.95,5.02,4.87,4.98,75513.64,37408.677
2024-12-20,4.98,5.11,4.97,5.07,69088.56,34931.72
2024-12-23,5.1,5.11,4.72,4.75,105469.8,51352.444
2024-12-24,4.75,4.85,4.71,4.81,61600.07,29581.799
2024-12-25,4.83,4.83,4.58,4.7,71811.26,33639.261
2024-12-26,4.76,4.8,4.66,4.73,47026.0,22418.414
2024-12-27,4.72,4.9,4.72,4.85,53732.06,26052.158
2024-12-30,4.83,4.83,4.68,4.76,46321.81,22040.696
2024-12-31,4.77,4.84,4.64,4.66,53465.0,25290.42
2025-01-02,4.63,4.75,4.51,4.57,64071.44,29828.405
2025-01-03,4.6,4.61,4.33,4.35,92125.64,41112.763
2025-01-06,4.34,4.51,4.14,4.48,99822.1,44007.435
2025-01-07,4.45,4.58,4.43,4.58,66393.0,29894.583
2025-01-08,4.57,4.62,4.39,4.52,53526.0,24226.247
2025-01-09,4.52,4.57,4.47,4.5,40054.0,18161.88
2025-01-10,4.51,4.56,4.39,4.4,52330.0,23441.91
2025-01-13,4.36,4.51,4.25,4.46,46302.01,20428.096
2025-01-14,4.46,4.69,4.46,4.68,62764.0,28997.38
2025-01-15,4.67,4.78,4.6,4.66,53720.0,25061.221
2025-01-16,4.66,4.81,4.65,4.69,53939.13,25527.912
2025-01-17,4.69,4.69,4.62,4.66,40806.0,19046.746
2025-01-20,4.71,4.77,4.62,4.72,64298.25,30374.448
2025-01-21,4.73,4.76,4.61,4.67,53385.0,24923.227
2025-01-22,4.64,4.7,4.57,4.6,45156.81,20900.619
2025-01-23,4.65,4.75,4.61,4.62,54088.0,25449.343
2025-01-24,4.65,4.69,4.58,4.68,67693.0,31405.991
2025-01-27,4.67,4.75,4.58,4.58,93055.0,43467.321
2025-02-05,4.62,4.64,4.51,4.6,54630.68,25209.982
2025-02-06,4.59,4.65,4.52,4.63,58352.62,26878.014
2025-02-07,4.63,4.74,4.62,4.67,58530.22,27511.771
