date,open,close,high,low,amount
2024-06-03,26.3,24.26,26.54,24.26,34488.0
2024-06-04,23.26,23.3,23.9,22.65,35302.0
2024-06-05,23.18,22.31,23.25,22.21,18568.0
2024-06-06,22.37,20.97,22.5,20.79,21000.0
2024-06-07,21.27,21.97,22.18,21.27,16426.0
2024-06-11,22.24,22.53,22.57,21.36,10647.0
2024-06-12,22.48,22.81,22.91,22.32,9350.0
2024-06-13,22.67,22.8,23.17,22.67,7732.0
2024-06-14,22.58,22.58,23.02,22.37,7445.0
2024-06-17,22.59,22.02,22.63,21.95,8186.0
2024-06-18,22.02,22.26,22.27,21.82,7441.0
2024-06-19,22.26,22.57,22.61,22.13,7681.0
2024-06-20,22.42,21.9,22.89,21.82,7914.0
2024-06-21,21.73,21.77,22.16,21.55,5963.0
2024-06-24,21.67,20.8,21.89,20.56,9764.0
2024-06-25,20.78,21.03,21.46,20.71,5862.0
2024-06-26,21.03,21.67,21.67,20.66,6468.0
2024-06-27,21.66,21.29,22.0,21.24,5143.0
2024-06-28,21.34,21.76,22.22,21.15,7376.0
2024-07-01,21.82,22.08,22.55,21.45,9674.0
2024-07-02,21.94,22.4,23.08,21.94,15313.0
2024-07-03,22.37,21.53,22.52,21.25,10831.0
2024-07-04,21.5,20.64,21.65,20.53,8332.0
2024-07-05,20.64,20.91,21.18,20.14,5964.0
2024-07-08,20.65,20.45,21.24,20.39,7881.0
2024-07-09,20.35,21.53,21.91,20.22,18060.0
2024-07-10,21.38,20.69,21.73,20.54,10596.0
2024-07-11,20.69,21.12,21.3,20.69,12121.0
2024-07-12,21.12,20.88,21.3,20.78,6984.0
2024-07-15,20.7,20.82,20.99,20.25,8878.0
2024-07-16,20.9,20.84,20.9,20.49,5644.0
2024-07-17,20.68,20.32,20.97,20.32,5141.0
2024-07-18,20.32,20.04,20.32,19.65,6119.0
2024-07-19,19.94,20.64,20.79,19.92,5944.0
2024-07-22,20.63,20.85,21.11,20.6,6659.0
2024-07-23,20.69,20.25,20.9,20.24,6439.0
2024-07-24,20.42,19.97,20.57,19.84,6797.0
2024-07-25,19.97,20.61,21.71,19.75,15100.0
2024-07-26,21.44,21.06,21.8,20.68,19639.0
2024-07-29,20.9,20.27,21.02,20.24,13486.0
2024-07-30,20.1,20.43,20.72,20.04,8328.0
2024-07-31,20.51,21.06,21.06,20.31,8709.0
2024-08-01,21.02,21.34,21.5,20.92,10264.0
2024-08-02,21.34,21.22,21.6,20.94,10647.0
2024-08-05,21.78,20.53,21.78,20.48,11115.0
2024-08-06,20.74,20.88,21.07,20.56,7100.0
2024-08-07,20.85,20.79,21.01,20.72,5513.0
2024-08-08,20.74,20.6,20.88,20.43,5557.0
2024-08-09,20.7,20.42,20.81,20.42,4518.0
2024-08-12,20.42,20.43,20.78,20.26,6453.0
2024-08-13,20.39,21.02,21.1,20.12,9386.0
2024-08-14,21.0,21.1,21.13,20.87,6310.0
2024-08-15,21.01,21.1,21.17,20.53,6744.0
2024-08-16,21.19,20.8,21.44,20.75,6209.0
2024-08-19,20.79,20.94,21.15,20.55,6714.0
2024-08-20,21.3,20.52,21.37,20.47,8323.0
2024-08-21,20.38,20.52,20.69,20.2,3868.0
2024-08-22,20.53,19.97,20.66,19.97,4107.0
2024-08-23,19.97,19.82,20.32,19.43,6268.0
2024-08-26,19.87,20.26,20.43,19.84,5119.0
2024-08-27,20.27,19.8,20.27,19.73,3214.0
2024-08-28,19.72,19.9,20.32,19.61,3947.0
2024-08-29,19.88,20.31,20.37,19.74,6372.0
2024-08-30,20.3,20.52,20.75,20.25,6288.0
2024-09-02,20.52,20.37,20.79,20.37,7552.0
