date,open,close,high,low,amount
2024-06-03,34.75,34.93,35.18,34.56,261126.0
2024-06-04,34.95,35.5,35.98,34.48,371263.0
2024-06-05,35.15,34.82,35.4,34.73,250939.0
2024-06-06,35.06,34.19,35.39,33.95,334557.0
2024-06-07,34.26,32.96,34.63,32.29,570288.0
2024-06-11,32.81,33.38,33.53,32.4,314568.0
2024-06-12,33.3,34.47,35.05,33.25,430731.0
2024-06-13,34.35,34.47,34.81,34.05,301515.0
2024-06-14,34.15,34.05,34.95,34.05,573104.0
2024-06-17,34.17,33.61,34.25,33.1,311356.0
2024-06-18,33.6,33.74,34.45,33.47,296447.0
2024-06-19,33.97,33.11,33.97,32.99,261951.0
2024-06-20,33.1,31.77,33.1,31.61,395840.0
2024-06-21,31.94,31.91,32.09,31.44,203039.0
2024-06-24,31.59,30.55,31.85,30.45,317266.0
2024-06-25,30.95,29.91,31.33,29.45,344380.0
2024-06-26,30.8,34.21,34.45,30.54,988432.0
2024-06-27,33.19,32.54,33.74,32.34,677497.0
2024-06-28,32.93,32.24,33.2,32.02,472658.0
2024-07-01,31.74,31.78,32.24,31.09,334206.0
2024-07-02,32.31,32.16,33.25,32.07,524169.0
2024-07-03,31.95,31.43,32.09,31.15,335212.0
2024-07-04,31.7,30.73,31.78,30.63,277450.0
2024-07-05,30.74,30.66,31.25,30.36,321077.0
2024-07-08,30.43,29.68,30.45,29.55,283123.0
2024-07-09,29.8,30.52,30.68,29.5,337938.0
2024-07-10,30.19,29.97,30.84,29.95,298832.0
2024-07-11,30.78,30.4,30.82,30.26,315076.0
2024-07-12,30.32,29.51,30.46,29.51,302734.0
2024-07-15,29.51,29.61,29.88,29.2,198160.0
2024-07-16,29.32,30.2,30.56,29.1,328879.0
2024-07-17,30.02,31.14,31.8,29.98,549372.0
2024-07-18,30.41,30.58,30.66,29.73,348235.0
2024-07-19,30.31,30.75,31.2,30.21,274930.0
2024-07-22,30.65,30.7,30.97,30.37,219664.0
2024-07-23,30.79,29.23,30.88,29.15,326827.0
2024-07-24,29.1,28.58,29.57,28.36,273845.0
2024-07-25,28.29,28.45,28.99,28.14,199335.0
2024-07-26,28.74,29.16,29.8,28.51,286877.0
2024-07-29,29.2,28.92,29.41,28.76,182149.0
2024-07-30,28.9,28.82,29.16,28.47,184348.0
2024-07-31,28.85,30.14,30.22,28.8,366516.0
2024-08-01,30.18,29.71,30.46,29.63,261856.0
2024-08-02,29.4,29.07,30.6,29.06,303390.0
2024-08-05,28.77,28.3,29.98,28.28,330332.0
2024-08-06,28.82,28.9,29.17,28.24,268907.0
2024-08-07,28.76,27.95,28.91,27.9,335306.0
2024-08-08,27.88,27.64,27.89,27.07,256237.0
2024-08-09,27.97,27.0,27.99,26.9,236720.0
2024-08-12,26.96,26.55,27.06,26.38,223671.0
2024-08-13,26.58,26.71,26.75,26.25,174244.0
2024-08-14,26.74,28.01,29.45,26.61,689193.0
2024-08-15,27.62,28.34,29.24,27.62,486805.0
2024-08-16,28.31,27.75,28.47,27.69,268659.0
2024-08-19,27.72,29.18,29.96,27.5,608389.0
2024-08-20,28.89,28.05,29.3,27.9,477334.0
2024-08-21,27.95,27.2,28.56,27.16,342675.0
2024-08-22,27.2,26.62,28.05,26.59,297691.0
2024-08-23,26.76,26.14,27.1,25.88,337131.0
2024-08-26,26.13,26.74,27.48,26.0,360119.0
2024-08-27,26.82,25.93,27.01,25.76,258924.0
2024-08-28,25.76,26.12,26.36,25.25,254352.0
2024-08-29,25.84,26.17,26.66,25.73,261349.0
2024-08-30,26.24,27.16,27.65,26.2,437308.0
2024-09-02,27.0,25.83,27.25,25.83,357528.0
2024-09-03,25.81,26.1,26.33,25.59,237763.0
2024-09-04,25.69,25.7,26.14,25.63,196166.0
2024-09-05,25.71,26.86,27.79,25.71,569509.0
2024-09-06,26.86,27.16,27.85,26.52,517541.0
2024-09-09,26.84,27.26,27.66,26.6,331351.0
2024-09-10,27.3,27.39,27.58,26.35,340336.0
2024-09-11,27.5,27.57,28.28,27.16,388997.0
2024-09-12,27.95,27.31,28.84,27.31,435549.0
2024-09-13,28.05,27.6,28.23,27.4,377975.0
2024-09-18,27.2,26.5,27.28,26.09,345044.0
2024-09-19,26.6,27.24,27.66,26.4,317282.0
2024-09-20,27.03,27.2,27.27,26.75,228288.0
2024-09-23,27.02,26.71,27.37,26.67,221041.0
2024-09-24,27.0,28.19,28.2,26.55,538801.0
2024-09-25,28.5,28.55,29.89,28.33,642395.0
2024-09-26,28.4,29.64,29.64,28.27,536978.0
2024-09-27,30.39,31.84,32.44,29.8,797821.0
2024-09-30,32.99,37.55,37.96,32.9,1161680.0
2024-10-08,44.73,45.04,45.06,39.0,1521208.0
2024-10-09,43.0,39.12,43.54,38.0,1202250.0
2024-10-10,39.3,37.27,40.69,36.82,738481.0
2024-10-11,37.25,34.65,37.25,34.06,642894.0
2024-10-14,34.88,36.2,36.5,33.93,568124.0
2024-10-15,35.4,35.73,38.32,35.27,721177.0
2024-10-16,35.0,36.4,37.47,35.0,595147.0
2024-10-17,36.69,41.45,43.68,36.08,1877522.0
2024-10-18,41.4,41.45,43.0,38.79,1734752.0
2024-10-21,40.2,42.28,44.0,40.16,1459221.0
2024-10-22,42.4,42.88,45.67,42.4,1556305.0
2024-10-23,42.88,40.23,42.88,40.0,1091277.0
2024-10-24,39.9,39.63,40.53,39.06,600371.0
2024-10-25,40.3,42.11,42.39,39.63,987010.0
2024-10-28,42.9,43.28,44.37,42.0,1034436.0
2024-10-29,43.57,41.67,44.25,41.44,863878.0
2024-10-30,41.22,41.02,42.49,40.54,607562.0
2024-10-31,41.0,40.75,42.45,39.83,794828.0
2024-11-01,40.68,38.19,41.97,38.17,787124.0
2024-11-04,37.6,38.67,39.15,37.49,399477.0
2024-11-05,38.5,41.08,41.75,38.03,850403.0
2024-11-06,40.79,41.92,44.15,40.5,1067599.0
2024-11-07,40.9,42.45,42.8,40.01,693569.0
2024-11-08,43.0,42.47,44.6,42.15,848021.0
2024-11-11,42.47,48.37,50.33,42.42,1733379.0
