date,open,high,low,close,volume,amount
2024-06-03,24.51,24.51,23.48,23.74,7627.76,18411.014
2024-06-04,23.76,23.78,22.56,22.8,10390.35,24068.992
2024-06-05,22.9,22.92,21.69,21.71,10121.79,22670.795
2024-06-06,21.86,21.99,20.16,20.32,14259.26,29949.958
2024-06-07,20.37,21.2,20.32,20.65,7676.84,16104.299
2024-06-11,20.63,21.1,19.76,20.91,7266.8,15163.046
2024-06-12,21.35,21.71,21.14,21.52,8342.61,18145.673
2024-06-13,21.52,24.41,21.38,22.7,25918.72,60086.77
2024-06-14,22.39,22.72,21.95,22.3,13588.7,30619.912
2024-06-17,23.04,23.04,22.44,22.58,10720.91,24563.449
2024-06-18,24.61,24.72,23.23,23.57,23732.67,57210.276
2024-06-19,23.56,24.22,22.84,23.77,27291.09,65428.26
2024-06-20,23.69,24.72,23.54,23.92,31458.93,77405.845
2024-06-21,23.82,23.82,22.66,22.74,17872.84,41656.308
2024-06-24,22.64,22.71,21.35,21.43,13105.35,28855.5
2024-06-25,21.7,22.1,21.35,21.63,9208.27,20238.507
2024-06-26,21.8,22.18,21.11,22.16,8574.81,18853.266
2024-06-27,22.1,22.16,21.1,21.18,8662.31,18927.554
2024-06-28,21.32,21.67,20.91,20.95,5313.7,11446.489
2024-07-01,20.95,21.3,20.44,21.09,6664.17,14036.394
2024-07-02,21.11,21.21,20.66,20.88,3581.46,7578.991
2024-07-03,21.13,21.35,20.6,20.91,5547.89,11727.258
2024-07-04,21.54,21.54,20.48,20.48,10933.1,23290.916
2024-07-05,20.74,20.74,19.99,20.6,7655.08,15714.16
2024-07-08,20.7,20.7,19.75,19.8,5837.85,11818.156
2024-07-09,19.8,20.55,19.49,20.26,6380.27,12916.118
2024-07-10,20.39,20.39,19.7,19.84,5521.79,11203.334
2024-07-11,20.19,20.7,20.13,20.62,6491.82,13463.715
2024-07-12,20.62,20.96,20.12,20.12,4722.94,9751.227
2024-07-15,20.12,20.19,19.19,19.21,6446.54,12759.385
2024-07-16,19.33,19.33,18.58,19.03,6399.65,12222.862
2024-07-17,19.01,19.19,18.65,18.69,5117.36,9792.641
2024-07-18,18.74,18.74,17.75,18.39,9999.15,18377.593
2024-07-19,18.33,18.95,18.3,18.88,5761.69,10923.2
2024-07-22,18.93,19.14,18.57,18.74,5623.78,10667.52
2024-07-23,18.8,18.93,17.84,18.07,5620.53,10485.016
2024-07-24,18.14,18.14,17.16,17.16,9049.88,16028.628
2024-07-25,16.97,17.74,16.96,17.29,6847.77,12048.701
2024-07-26,17.54,18.15,17.36,17.7,7650.66,13752.568
2024-07-29,17.75,17.75,17.22,17.24,6709.94,11774.265
