date,open,high,low,close,volume,amount
2024-06-03,16.05,16.09,15.35,15.54,27974.0,44098.365
2024-06-04,15.54,15.54,14.64,14.94,33165.0,49705.808
2024-06-05,14.84,15.04,14.58,14.62,26625.75,39536.704
2024-06-06,14.79,14.79,13.48,13.72,42497.25,59514.122
2024-06-07,13.94,14.4,13.93,14.16,31902.0,45479.915
2024-06-11,14.22,14.62,13.79,14.57,27609.0,39721.393
2024-06-12,14.59,15.11,14.5,14.95,26133.0,39058.525
2024-06-13,14.97,15.21,14.8,14.92,21137.0,31751.169
2024-06-14,14.91,15.77,14.65,15.47,45724.0,70198.969
2024-06-17,15.13,15.52,15.05,15.36,33175.0,50883.456
2024-06-18,15.41,15.75,15.24,15.7,28125.25,44029.323
2024-06-19,15.71,16.21,15.65,15.81,34617.42,55393.808
2024-06-20,15.62,15.91,15.44,15.45,31710.0,49854.685
2024-06-21,15.34,15.73,15.01,15.49,21743.0,33589.24
2024-06-24,15.21,16.13,14.68,14.97,55891.0,85726.109
2024-06-25,14.96,15.64,14.8,15.1,56801.0,86550.242
2024-06-26,14.8,15.92,14.8,15.9,53618.0,83106.171
2024-06-27,15.81,16.07,15.48,15.67,46908.0,74338.705
2024-06-28,15.48,15.79,15.23,15.3,42436.0,66238.99
2024-07-01,15.14,17.75,15.14,16.56,111699.85,181602.688
2024-07-02,16.5,17.38,16.47,17.04,135806.75,232357.385
2024-07-03,16.79,16.94,15.93,16.14,82647.97,135195.508
2024-07-04,15.98,16.32,15.57,15.64,52039.0,82664.582
2024-07-05,15.74,16.19,15.15,16.18,74983.0,119776.535
2024-07-08,15.93,15.94,15.04,15.09,63105.0,97398.617
2024-07-09,14.84,15.37,14.43,15.28,56886.5,84870.006
2024-07-10,15.18,15.48,15.03,15.17,36940.0,56530.563
2024-07-11,15.33,15.77,15.2,15.69,40847.0,63777.141
2024-07-12,15.65,16.01,15.54,15.65,32791.0,51845.078
2024-07-15,15.66,15.68,15.09,15.22,26344.0,40460.907
2024-07-16,15.18,15.47,14.97,15.34,17097.0,26220.776
2024-07-17,15.33,15.48,14.75,14.75,25569.0,38694.387
2024-07-18,14.64,14.73,14.0,14.42,26045.0,37312.869
2024-07-19,14.42,15.1,14.25,14.95,26616.0,39622.87
