date,open,high,low,close,volume,amount
2024-06-03,3577.3798,3600.6044,3567.8713,3588.7483,141054591.0,222756928.174
2024-06-04,3583.8104,3622.5012,3580.2771,3615.6714,124545096.0,195790966.234
2024-06-05,3610.3601,3623.3232,3594.1056,3594.7936,110906766.0,182639598.875
2024-06-06,3602.1554,3625.0109,3584.171,3592.2454,137893517.0,226764072.639
2024-06-07,3594.6335,3603.0698,3552.0853,3574.1143,131103026.0,213001530.098
2024-06-11,3555.8186,3565.3113,3525.8945,3542.8771,134522306.0,219282337.214
2024-06-12,3539.0947,3551.1706,3531.5657,3544.1225,122813729.0,200722600.631
2024-06-13,3548.2162,3551.0771,3520.1802,3526.1306,123245462.0,214792338.449
2024-06-14,3514.7998,3547.1473,3503.5233,3541.5331,171516942.0,283768816.845
2024-06-17,3521.4365,3540.7932,3520.7381,3536.1986,137433438.0,232293851.894
2024-06-18,3533.4875,3551.7085,3532.7845,3545.5902,123671838.0,208824124.156
2024-06-19,3543.3599,3543.3599,3524.8449,3528.749,106642797.0,184790298.729
2024-06-20,3525.1687,3533.9865,3500.131,3503.2817,111617396.0,186515776.575
2024-06-21,3496.3428,3505.5123,3473.8283,3495.6198,109186615.0,182736735.067
2024-06-24,3473.6392,3505.7752,3471.2164,3476.8102,117990184.0,195787549.314
2024-06-25,3475.1648,3483.2189,3440.6464,3457.9023,118448118.0,190886336.762
2024-06-26,3451.5389,3487.3964,3442.2982,3480.2648,105898861.0,171538111.702
2024-06-27,3467.2888,3471.1423,3452.5775,3454.1175,114918101.0,174112508.796
2024-06-28,3443.6744,3484.678,3443.6744,3461.657,135409153.0,205118806.812
2024-07-01,3458.2636,3479.9548,3443.8086,3478.1827,121829770.0,188018227.775
2024-07-02,3472.4527,3488.3189,3464.5237,3471.7857,121650121.0,186104752.422
2024-07-03,3471.5556,3478.7047,3454.9942,3463.4141,103857108.0,163035359.363
2024-07-04,3468.2958,3483.3098,3444.928,3445.8128,104429909.0,159477153.57
2024-07-05,3443.3588,3451.0386,3399.6693,3431.0605,116609659.0,181416567.403
2024-07-08,3420.8033,3428.0418,3395.9123,3401.7604,115528218.0,177559765.828
2024-07-09,3396.8044,3448.9279,3384.8086,3439.8111,131629443.0,215048837.82
2024-07-10,3425.8818,3447.505,3423.6483,3428.9657,127203456.0,198149476.849
2024-07-11,3451.0442,3473.9837,3438.118,3468.169,145892466.0,237551298.482
2024-07-12,3459.9564,3479.0958,3457.3633,3472.4014,130874589.0,205055553.856
2024-07-15,3462.6113,3481.4613,3460.7915,3476.2467,118517083.0,171584915.38
2024-07-16,3466.8523,3500.2943,3464.3655,3498.2827,120659017.0,200456285.078
2024-07-17,3494.209,3514.4753,3486.2229,3501.5836,131802062.0,222830802.528
2024-07-18,3483.2975,3522.7995,3475.7236,3520.931,123768199.0,215783795.703
2024-07-19,3500.8052,3545.3383,3493.0734,3539.0156,132447975.0,228065104.129
2024-07-22,3538.4012,3540.1874,3494.0143,3514.9249,132126337.0,217457320.404
2024-07-23,3509.7887,3509.7887,3439.8779,3439.8779,128897660.0,202857560.169
2024-07-24,3432.3459,3451.4196,3408.4129,3418.1663,127036263.0,184884499.787
2024-07-25,3404.611,3415.8557,3383.7991,3399.2716,131022242.0,190131464.835
2024-07-26,3403.7084,3420.8201,3388.6601,3409.2931,124195558.0,187853329.5
2024-07-29,3404.3663,3408.5024,3388.8444,3390.742,109787786.0,166697103.823
2024-07-30,3380.6893,3380.6893,3352.8043,3369.3821,104952164.0,165442824.49
2024-07-31,3364.0268,3445.0042,3364.0268,3442.0844,171959177.0,258249147.336
2024-08-01,3443.1397,3448.3361,3419.1872,3419.2666,136323464.0,206038002.518
2024-08-02,3393.9167,3419.1023,3380.9645,3384.3919,116615255.0,179671192.428
2024-08-05,3362.1117,3409.0314,3343.3205,3343.3205,142812516.0,223631266.563
2024-08-06,3367.3517,3376.7956,3318.6251,3342.9789,119340279.0,181724693.848
2024-08-07,3338.5909,3362.3839,3329.9658,3341.489,95084377.0,145078975.326
2024-08-08,3332.4281,3364.7855,3320.8432,3342.9369,92495695.0,149482926.227
2024-08-09,3358.128,3366.6688,3331.6274,3331.6274,91511626.0,142852166.559
2024-08-12,3327.5561,3338.0771,3319.8908,3325.8645,79938754.0,117544892.727
2024-08-13,3328.0138,3335.014,3310.1909,3334.3903,84489679.0,125259155.343
2024-08-14,3332.7866,3332.7866,3309.1,3309.2389,78742407.0,118181952.004
2024-08-15,3301.4455,3356.7644,3297.9711,3341.953,104766399.0,149249335.426
2024-08-16,3342.0346,3356.9071,3335.6239,3345.634,96519083.0,135885323.083
2024-08-19,3344.2614,3375.9621,3343.7116,3356.9677,105571110.0,143421671.337
2024-08-20,3361.6394,3362.3338,3321.6397,3332.7034,101668331.0,137910585.092
2024-08-21,3322.9134,3339.443,3307.9917,3321.635,89954751.0,130005992.563
2024-08-22,3322.8723,3327.6962,3305.2453,3313.1357,100366504.0,147702791.561
2024-08-23,3305.9307,3336.2414,3305.6403,3327.1905,89525774.0,132680886.5
2024-08-26,3330.7184,3336.5271,3311.5701,3324.2231,93990772.0,139070603.958
2024-08-27,3315.686,3320.5667,3299.5635,3305.3338,95808157.0,129755962.864
2024-08-28,3298.9089,3305.3496,3274.5881,3286.4956,92696650.0,135982310.965
2024-08-29,3273.541,3290.7857,3269.5288,3277.6812,130702333.0,174340106.393
2024-08-30,3273.7532,3351.6254,3273.6496,3321.4323,188695443.0,268376041.211
2024-09-02,3307.5432,3307.7627,3264.7565,3265.011,147612353.0,194409996.348
2024-09-03,3261.741,3281.5935,3261.1877,3273.4282,122897306.0,155089488.535
2024-09-04,3253.898,3272.9861,3249.9809,3252.1649,104832482.0,140070063.077
2024-09-05,3252.96,3266.882,3247.1725,3257.7578,97109450.0,134618198.894
2024-09-06,3261.1542,3274.8144,3231.0685,3231.3457,88400417.0,121541545.906
2024-09-09,3214.7996,3222.9278,3180.9277,3192.9516,108673069.0,146516054.461
2024-09-10,3193.4557,3205.0972,3171.7932,3195.7552,97290078.0,133610476.132
2024-09-11,3187.0508,3197.3363,3174.0343,3186.1299,102482110.0,141513837.135
2024-09-12,3189.4271,3201.5544,3171.8775,3172.4747,92868657.0,136387244.637
2024-09-13,3174.0344,3188.9145,3159.247,3159.247,88336677.0,137448911.397
2024-09-18,3158.8179,3179.9012,3145.7908,3171.0102,84722814.0,123452147.969
