date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2024-10-22,000006,6.88,7.63,7.63,6.88,687321,516321095.58,10.81,9.94,0.69,5.09
2024-10-23,000006,7.77,7.29,8.12,7.25,1800308,1372503107.76,11.4,-4.46,-0.34,13.34
2024-10-24,000006,7.47,8.02,8.02,7.47,366180,289516855.47,7.54,10.01,0.73,2.71
2024-10-25,000006,8.82,8.82,8.82,8.82,83195,73377981.18,0.0,9.98,0.8,0.62
2024-10-28,000006,8.79,9.25,9.66,8.4,2226805,2045099070.11,14.29,4.88,0.43,16.5
2024-10-29,000006,9.38,9.92,10.18,8.9,2124550,2026524848.73,13.84,7.24,0.67,15.74
2024-10-30,000006,9.38,8.94,9.57,8.93,1480813,1363361535.18,6.45,-9.88,-0.98,10.97
2024-10-31,000006,9.33,9.83,9.83,9.33,1164996,1136738385.18,5.59,9.96,0.89,8.63
2024-11-01,000006,10.0,8.85,10.22,8.85,1570518,1455171255.38,13.94,-9.97,-0.98,11.63
2024-11-04,000006,8.4,8.6,8.99,8.33,906067,774591006.59,7.46,-2.82,-0.25,6.71
2024-11-05,000006,8.42,8.69,8.95,8.38,900114,774761664.95,6.63,1.05,0.09,6.67
2024-11-06,000006,8.71,8.54,8.88,8.43,725335,627754213.73,5.18,-1.73,-0.15,5.37
2024-11-07,000006,8.6,9.39,9.39,8.6,795779,739512261.23,9.25,9.95,0.85,5.89
2024-11-08,000006,9.38,8.97,9.65,8.88,1116006,1032397709.16,8.2,-4.47,-0.42,8.27
2024-11-11,000006,8.9,9.48,9.6,8.9,852528,795696388.14,7.8,5.69,0.51,6.32
2024-11-12,000006,9.45,9.99,10.41,9.45,1023902,1023622279.19,10.13,5.38,0.51,7.58
2024-11-13,000006,9.78,9.54,10.06,9.23,743008,714059966.45,8.31,-4.5,-0.45,5.5
2024-11-14,000006,9.91,8.64,9.91,8.6,886555,795331501.52,13.73,-9.43,-0.9,6.57
2024-11-15,000006,8.67,8.71,8.98,8.32,663574,572961366.98,7.64,0.81,0.07,4.92
2024-11-18,000006,9.0,8.04,9.2,7.88,906742,788322921.71,15.15,-7.69,-0.67,6.72
2024-11-19,000006,7.85,8.09,8.2,7.41,885337,686375244.5,9.83,0.62,0.05,6.56
2024-11-20,000006,7.94,7.97,8.0,7.75,542680,427772014.56,3.09,-1.48,-0.12,4.02
2024-11-21,000006,7.98,8.07,8.29,7.91,569341,460144342.79,4.77,1.25,0.1,4.22
2024-11-22,000006,8.2,8.14,8.6,7.97,760316,629093910.09,7.81,0.87,0.07,5.63
2024-11-25,000006,7.7,7.86,7.98,7.66,533385,415403764.9,3.93,-3.44,-0.28,3.95
2024-11-26,000006,7.81,8.09,8.34,7.81,532033,434095651.53,6.74,2.93,0.23,3.94
2024-11-27,000006,8.05,8.04,8.05,7.74,380469,299725492.66,3.83,-0.62,-0.05,2.82
2024-11-28,000006,8.57,8.84,8.84,8.38,677356,588978271.17,5.72,9.95,0.8,5.02
2024-11-29,000006,8.6,8.89,9.1,8.43,877415,774993044.52,7.58,0.57,0.05,6.5
2024-12-02,000006,8.75,9.27,9.78,8.67,963241,876318585.5,12.49,4.27,0.38,7.14
2024-12-03,000006,9.08,9.07,9.47,9.0,630081,577768397.64,5.07,-2.16,-0.2,4.67
2024-12-04,000006,8.9,8.89,9.28,8.86,494321,446901461.43,4.63,-1.98,-0.18,3.66
2024-12-05,000006,8.94,9.02,9.04,8.8,326023,290793204.44,2.7,1.46,0.13,2.42
2024-12-06,000006,9.02,9.49,9.65,9.02,708892,662497475.75,6.98,5.21,0.47,5.25
2024-12-09,000006,9.4,8.99,9.4,8.88,570176,516245383.99,5.48,-5.27,-0.5,4.22
2024-12-10,000006,9.28,8.99,9.34,8.99,534275,488629223.45,3.89,0.0,0.0,3.96
2024-12-11,000006,8.98,9.12,9.25,8.87,414369,377783227.0,4.23,1.45,0.13,3.07
2024-12-12,000006,9.0,9.2,9.25,8.92,387445,351984835.02,3.62,0.88,0.08,2.87
2024-12-13,000006,9.2,8.95,9.32,8.94,400345,362840602.24,4.13,-2.72,-0.25,2.97
2024-12-16,000006,8.79,8.56,8.79,8.53,388235,335901566.81,2.91,-4.36,-0.39,2.88
2024-12-17,000006,8.54,8.36,8.71,8.35,289112,244957027.26,4.21,-2.34,-0.2,2.14
2024-12-18,000006,8.39,8.71,9.03,8.3,486242,424024866.64,8.73,4.19,0.35,3.6
2024-12-19,000006,8.6,8.95,9.0,8.57,369652,324818097.17,4.94,2.76,0.24,2.74
2024-12-20,000006,8.95,8.92,9.07,8.84,304132,271494824.69,2.57,-0.34,-0.03,2.25
2024-12-23,000006,8.7,8.26,8.8,8.25,398411,336372905.3,6.17,-7.4,-0.66,2.95
2024-12-24,000006,8.27,8.24,8.46,8.13,244494,201713469.17,4.0,-0.24,-0.02,1.81
2024-12-25,000006,8.25,7.73,8.27,7.56,400717,311517826.88,8.62,-6.19,-0.51,2.97
2024-12-26,000006,7.72,7.74,7.85,7.53,265324,203982933.52,4.14,0.13,0.01,1.97
2024-12-27,000006,7.72,8.02,8.11,7.7,332234,264969926.79,5.3,3.62,0.28,2.46
2024-12-30,000006,7.63,7.48,7.74,7.22,658624,484503473.29,6.48,-6.73,-0.54,4.88
2024-12-31,000006,7.48,7.32,7.58,7.32,299388,222278567.0,3.48,-2.14,-0.16,2.22
2025-01-02,000006,7.23,7.25,7.52,7.18,307195,225252942.3,4.64,-0.96,-0.07,2.28
2025-01-03,000006,7.3,6.91,7.45,6.86,392405,275530026.87,8.14,-4.69,-0.34,2.91
2025-01-06,000006,6.78,6.7,6.9,6.5,321402,216461997.02,5.79,-3.04,-0.21,2.38
2025-01-07,000006,6.72,6.85,6.86,6.66,236842,160237518.36,2.99,2.24,0.15,1.75
2025-01-08,000006,6.8,6.96,7.05,6.68,366921,253004649.76,5.4,1.61,0.11,2.72
2025-01-09,000006,6.88,6.9,6.99,6.81,209081,144172288.31,2.59,-0.86,-0.06,1.55
2025-01-10,000006,6.94,6.72,7.06,6.71,245929,169348735.0,5.07,-2.61,-0.18,1.82
2025-01-13,000006,6.55,6.63,6.68,6.31,231849,151139934.67,5.51,-1.34,-0.09,1.72
2025-01-14,000006,6.63,6.86,6.88,6.6,218838,148318577.69,4.22,3.47,0.23,1.62
2025-01-15,000006,6.84,6.78,6.96,6.74,218676,149121520.13,3.21,-1.17,-0.08,1.62
2025-01-16,000006,6.79,6.87,7.0,6.79,212781,146433956.29,3.1,1.33,0.09,1.58
2025-01-17,000006,6.77,6.8,6.83,6.66,201220,136090931.24,2.47,-1.02,-0.07,1.49
2025-01-20,000006,6.9,7.48,7.48,6.7,400798,291054654.49,11.47,10.0,0.68,2.97
2025-01-21,000006,7.36,7.58,8.23,7.25,928768,724160016.61,13.1,1.34,0.1,6.88
2025-01-22,000006,7.1,7.03,7.35,6.98,559390,399372315.63,4.88,-7.26,-0.55,4.14
2025-01-23,000006,7.16,6.88,7.31,6.88,453150,322820712.3,6.12,-2.13,-0.15,3.36
2025-01-24,000006,6.89,7.05,7.1,6.74,403265,279512883.61,5.23,2.47,0.17,2.99
2025-01-27,000006,6.99,6.77,7.17,6.71,303623,209665101.63,6.52,-3.97,-0.28,2.25
2025-02-05,000006,6.7,6.75,6.94,6.5,366680,243782449.32,6.5,-0.3,-0.02,2.72
2025-02-06,000006,6.76,6.83,6.88,6.65,256378,173875713.19,3.41,1.19,0.08,1.9
2025-02-07,000006,6.8,6.97,7.12,6.8,331228,231726933.0,4.69,2.05,0.14,2.45
2025-02-10,000006,6.91,7.28,7.29,6.91,407277,289987122.74,5.45,4.45,0.31,3.02
2025-02-11,000006,7.28,7.04,7.35,7.02,303697,215991561.0,4.53,-3.3,-0.24,2.25
2025-02-12,000006,7.06,7.2,7.2,6.91,343299,243148619.73,4.12,2.27,0.16,2.54
2025-02-13,000006,7.19,7.14,7.27,7.07,449288,321716972.04,2.78,-0.83,-0.06,3.33
2025-02-14,000006,7.11,7.04,7.15,6.97,256836,180913080.82,2.52,-1.4,-0.1,1.9
2025-02-17,000006,7.04,7.08,7.17,7.0,313918,222159407.48,2.41,0.57,0.04,2.33
2025-02-18,000006,7.08,6.66,7.09,6.66,337017,230353341.96,6.07,-5.93,-0.42,2.5
2025-02-19,000006,6.67,6.68,6.76,6.63,283191,189496810.2,1.95,0.3,0.02,2.1
2025-02-20,000006,6.64,6.78,6.8,6.5,355609,236693681.43,4.49,1.5,0.1,2.63
2025-02-21,000006,6.87,6.65,6.9,6.53,375325,249495026.56,5.46,-1.92,-0.13,2.78
2025-02-24,000006,6.58,6.52,6.73,6.51,318682,209844651.07,3.31,-1.95,-0.13,2.36
2025-02-25,000006,6.44,6.41,6.57,6.38,266472,171975705.68,2.91,-1.69,-0.11,1.97
2025-02-26,000006,6.4,6.61,6.94,6.4,475059,318403983.95,8.42,3.12,0.2,3.52
2025-02-27,000006,6.57,6.73,7.0,6.57,486924,330809043.99,6.51,1.82,0.12,3.61
2025-02-28,000006,6.71,6.38,6.79,6.37,411843,268068447.54,6.24,-5.2,-0.35,3.05
2025-03-03,000006,6.4,6.44,6.59,6.33,339497,219107710.87,4.08,0.94,0.06,2.51
2025-03-04,000006,6.4,6.54,6.7,6.4,402757,265201116.22,4.66,1.55,0.1,2.98
2025-03-05,000006,6.47,6.52,6.53,6.33,331350,212839032.24,3.06,-0.31,-0.02,2.45
2025-03-06,000006,6.54,6.7,6.7,6.54,475709,315909264.12,2.45,2.76,0.18,3.52
2025-03-07,000006,6.66,6.44,6.68,6.4,392389,253635812.24,4.18,-3.88,-0.26,2.91
2025-03-10,000006,6.39,6.44,6.45,6.33,241212,153629132.3,1.86,0.0,0.0,1.79
2025-03-11,000006,6.48,6.75,7.0,6.35,580682,385517581.58,10.09,4.81,0.31,4.3
2025-03-12,000006,6.71,6.66,6.86,6.65,379950,256074976.44,3.11,-1.33,-0.09,2.81
2025-03-13,000006,6.66,6.51,6.69,6.43,279962,182227091.75,3.9,-2.25,-0.15,2.07
2025-03-14,000006,6.49,6.59,6.6,6.46,237564,155348161.9,2.15,1.23,0.08,1.76
2025-03-17,000006,6.55,6.61,6.7,6.55,245800,162646873.36,2.28,0.3,0.02,1.82
2025-03-18,000006,6.59,6.57,6.67,6.54,206443,136214721.15,1.97,-0.61,-0.04,1.53
2025-03-19,000006,6.53,6.51,6.7,6.45,269877,177331952.0,3.81,-0.91,-0.06,2.0
2025-03-20,000006,6.5,6.48,6.56,6.46,161662,105078046.47,1.54,-0.46,-0.03,1.2
2025-03-21,000006,6.45,6.76,6.94,6.39,505532,334417286.98,8.49,4.32,0.28,3.74
2025-03-24,000006,6.57,6.48,6.62,6.44,311537,202284845.11,2.66,-4.14,-0.28,2.31
2025-03-25,000006,6.45,6.52,6.55,6.42,191874,124460448.95,2.01,0.62,0.04,1.42
2025-03-26,000006,6.56,6.76,6.84,6.48,481270,322035352.71,5.52,3.68,0.24,3.57
2025-03-27,000006,6.72,7.44,7.44,6.66,1063877,770545145.27,11.54,10.06,0.68,7.88
2025-03-28,000006,7.58,7.76,8.16,7.38,1526110,1177737815.74,10.48,4.3,0.32,11.3
2025-03-31,000006,7.8,7.29,8.22,7.26,1263994,985171960.1,12.37,-6.06,-0.47,9.36
2025-04-01,000006,7.39,7.23,7.5,7.2,753958,551379613.48,4.12,-0.82,-0.06,5.58
2025-04-02,000006,7.23,7.06,7.33,6.99,557026,396509601.59,4.7,-2.35,-0.17,4.13
2025-04-03,000006,7.05,6.97,7.15,6.88,396931,277495320.27,3.82,-1.27,-0.09,2.94
2025-04-07,000006,6.48,6.27,6.5,6.27,322745,203606157.88,3.3,-10.04,-0.7,2.39
2025-04-08,000006,6.0,5.71,6.14,5.64,759990,438643480.65,7.97,-8.93,-0.56,5.63
2025-04-09,000006,5.6,5.92,5.99,5.15,685967,386042321.91,14.71,3.68,0.21,5.08
2025-04-10,000006,6.0,6.1,6.25,5.92,520532,317838404.44,5.57,3.04,0.18,3.86
2025-04-11,000006,6.01,6.29,6.33,5.96,455136,281949333.13,6.07,3.11,0.19,3.37
2025-04-14,000006,6.23,6.34,6.4,6.23,352279,222888392.32,2.7,0.79,0.05,2.61
2025-04-15,000006,6.33,6.28,6.56,6.2,338276,214563937.28,5.68,-0.95,-0.06,2.51
2025-04-16,000006,6.23,6.17,6.35,6.02,249182,154350030.24,5.25,-1.75,-0.11,1.85
2025-04-17,000006,6.13,6.24,6.42,6.13,275256,173728993.0,4.7,1.13,0.07,2.04
2025-04-18,000006,6.24,6.43,6.46,6.21,345310,218748830.14,4.01,3.04,0.19,2.56
2025-04-21,000006,6.32,6.39,6.45,6.2,315105,199334867.27,3.89,-0.62,-0.04,2.33
2025-04-22,000006,6.35,6.42,6.52,6.35,283269,182860561.53,2.66,0.47,0.03,2.1
2025-04-23,000006,6.39,6.43,6.47,6.34,248260,158839060.25,2.02,0.16,0.01,1.84
2025-04-24,000006,6.46,6.34,6.48,6.28,228161,145248211.0,3.11,-1.4,-0.09,1.69
2025-04-25,000006,6.31,6.25,6.55,6.25,387486,248623235.56,4.73,-1.42,-0.09,2.87
2025-04-28,000006,6.31,6.18,6.36,6.15,254331,158121120.49,3.36,-1.12,-0.07,1.88
2025-04-29,000006,6.18,6.26,6.4,6.14,208150,129925635.97,4.21,1.29,0.08,1.54
2025-04-30,000006,6.3,6.35,6.49,6.3,231582,147949920.9,3.04,1.44,0.09,1.72
2025-05-06,000006,6.32,6.46,6.46,6.32,239432,153531506.03,2.2,1.73,0.11,1.77
2025-05-07,000006,6.55,6.56,6.66,6.49,318051,209069576.61,2.63,1.55,0.1,2.36
2025-05-08,000006,6.52,6.66,6.83,6.52,367833,246137579.85,4.73,1.52,0.1,2.72
2025-05-09,000006,6.66,6.44,6.7,6.4,251217,162768215.93,4.5,-3.3,-0.22,1.86
2025-05-12,000006,6.5,6.47,6.58,6.43,232336,150982873.0,2.33,0.47,0.03,1.72
2025-05-13,000006,6.52,6.49,6.59,6.47,199201,129825621.36,1.85,0.31,0.02,1.48
2025-05-14,000006,6.58,6.6,6.66,6.43,364453,239173783.24,3.54,1.69,0.11,2.7
2025-05-15,000006,6.59,6.52,6.6,6.43,230538,149792788.0,2.58,-1.21,-0.08,1.71
2025-05-16,000006,6.5,6.52,6.68,6.48,230453,151018333.22,3.07,0.0,0.0,1.71
2025-05-19,000006,6.73,6.96,7.17,6.73,1016332,714231719.23,6.75,6.75,0.44,7.53
2025-05-20,000006,6.82,6.92,7.02,6.8,660699,455014262.76,3.16,-0.57,-0.04,4.89
2025-05-21,000006,6.87,6.75,6.91,6.72,317861,215462398.0,2.75,-2.46,-0.17,2.35
2025-05-22,000006,6.74,6.85,6.96,6.68,451633,308052975.5,4.15,1.48,0.1,3.35
2025-05-23,000006,6.82,6.76,7.02,6.75,441886,304118341.76,3.94,-1.31,-0.09,3.27
2025-05-26,000006,6.76,6.89,7.1,6.75,482177,335633551.17,5.18,1.92,0.13,3.57
2025-05-27,000006,6.89,7.24,7.36,6.81,614177,436443623.88,7.98,5.08,0.35,4.55
2025-05-28,000006,7.18,7.07,7.28,7.06,392410,280960543.78,3.04,-2.35,-0.17,2.91
2025-05-29,000006,7.04,6.99,7.1,6.96,365031,255938857.11,1.98,-1.13,-0.08,2.7
2025-05-30,000006,6.99,6.93,7.15,6.91,329410,230894550.86,3.43,-0.86,-0.06,2.44
2025-06-03,000006,6.8,6.74,6.84,6.69,274245,184774062.71,2.16,-2.74,-0.19,2.03
2025-06-04,000006,6.72,6.74,6.8,6.69,194982,131465171.99,1.63,0.0,0.0,1.44
2025-06-05,000006,6.74,6.8,6.84,6.69,215672,146041530.83,2.23,0.89,0.06,1.6
2025-06-06,000006,6.8,6.8,6.82,6.73,167370,113331949.3,1.32,0.0,0.0,1.24
2025-06-09,000006,6.73,6.8,6.83,6.64,205142,138469346.9,2.79,0.0,0.0,1.52
2025-06-10,000006,6.8,6.81,6.89,6.65,246618,167415669.28,3.53,0.15,0.01,1.83
2025-06-11,000006,6.92,6.98,7.19,6.85,520693,365020023.91,4.99,2.5,0.17,3.86
2025-06-12,000006,6.98,7.01,7.07,6.92,269537,187900457.85,2.15,0.43,0.03,2.0
2025-06-13,000006,6.95,6.87,7.01,6.74,302552,207810659.0,3.85,-2.0,-0.14,2.24
2025-06-16,000006,6.91,6.79,6.91,6.75,231796,157604199.74,2.33,-1.16,-0.08,1.72
2025-06-17,000006,6.78,6.82,6.92,6.75,197343,134946850.2,2.5,0.44,0.03,1.46
2025-06-18,000006,6.84,6.69,6.84,6.66,191232,128269619.32,2.64,-1.91,-0.13,1.42
2025-06-19,000006,6.66,6.55,6.74,6.51,173791,114958359.02,3.44,-2.09,-0.14,1.29
2025-06-20,000006,6.53,6.78,6.78,6.51,207266,137453826.98,4.12,3.51,0.23,1.54
2025-06-23,000006,6.61,6.64,6.65,6.26,246024,160648049.78,5.75,-2.06,-0.14,1.82
2025-06-24,000006,6.62,6.8,6.9,6.62,289806,196865468.26,4.22,2.41,0.16,2.15
2025-06-25,000006,6.77,6.84,6.85,6.72,201694,137117008.27,1.91,0.59,0.04,1.49
2025-06-26,000006,6.77,6.76,6.82,6.69,189958,128371792.01,1.9,-1.17,-0.08,1.41
2025-06-27,000006,6.6,6.69,6.73,6.6,230124,153348545.8,1.92,-1.04,-0.07,1.7
2025-06-30,000006,6.4,6.45,6.48,6.3,409853,262475068.4,2.69,-3.59,-0.24,3.04
2025-07-01,000006,6.4,6.39,6.43,6.31,298443,189793705.44,1.86,-0.93,-0.06,2.21
2025-07-02,000006,6.36,6.33,6.41,6.3,197456,124978303.08,1.72,-0.94,-0.06,1.46
2025-07-03,000006,6.32,6.33,6.37,6.31,145788,92368334.41,0.95,0.0,0.0,1.08
2025-07-04,000006,6.32,6.28,6.35,6.28,166488,105109457.15,1.11,-0.79,-0.05,1.23
2025-07-07,000006,6.31,6.35,6.44,6.28,261209,166481664.83,2.55,1.11,0.07,1.93
2025-07-08,000006,6.31,6.42,6.44,6.29,288871,183958002.47,2.36,1.1,0.07,2.14
